"","Reporting Organsation Reference","Reporting Organisation Narrative","org_name","Organisation Type","tracker_commit","tracker_spend","YYYYMM year and month","Transaction Type Code","x_original_transaction_value_USDm_Sum","Transaction Type","IATI Organisation Name","Tracker Commit","Tracker Spend","Organisation Name","usability","usability_score","year_month"
"198","XI-IATI-EC_ECHO","Directorate-General for European Civil Protection and Humanitarian Aid Operations (ECHO)","EC - European Civil Protection and Humanitarian Aid Operations","Bilateral","Yes","Yes","202104",2,"234.18679880435","Commitments","European Commission - Humanitarian Aid & Civil Protection","Yes","Yes","EC - European Civil Protection and Humanitarian Aid Operations","Yes","Yes","04-2021"
"199","XI-IATI-EC_ECHO","Directorate-General for European Civil Protection and Humanitarian Aid Operations (ECHO)","EC - European Civil Protection and Humanitarian Aid Operations","Bilateral","Yes","Yes","202105",2,"443.979438748286","Commitments","European Commission - Humanitarian Aid & Civil Protection","Yes","Yes","EC - European Civil Protection and Humanitarian Aid Operations","Yes","Yes","05-2021"
"200","XI-IATI-EC_ECHO","Directorate-General for European Civil Protection and Humanitarian Aid Operations (ECHO)","EC - European Civil Protection and Humanitarian Aid Operations","Bilateral","Yes","Yes","202106",2,"421.93203937584","Commitments","European Commission - Humanitarian Aid & Civil Protection","Yes","Yes","EC - European Civil Protection and Humanitarian Aid Operations","Yes","Yes","06-2021"
"201","XI-IATI-EC_ECHO","Directorate-General for European Civil Protection and Humanitarian Aid Operations (ECHO)","EC - European Civil Protection and Humanitarian Aid Operations","Bilateral","Yes","Yes","202107",2,"434.420117133072","Commitments","European Commission - Humanitarian Aid & Civil Protection","Yes","Yes","EC - European Civil Protection and Humanitarian Aid Operations","Yes","Yes","07-2021"
"202","XI-IATI-EC_ECHO","Directorate-General for European Civil Protection and Humanitarian Aid Operations (ECHO)","EC - European Civil Protection and Humanitarian Aid Operations","Bilateral","Yes","Yes","202108",2,"112.846057388442","Commitments","European Commission - Humanitarian Aid & Civil Protection","Yes","Yes","EC - European Civil Protection and Humanitarian Aid Operations","Yes","Yes","08-2021"
"203","XI-IATI-EC_ECHO","Directorate-General for European Civil Protection and Humanitarian Aid Operations (ECHO)","EC - European Civil Protection and Humanitarian Aid Operations","Bilateral","Yes","Yes","202109",2,"95.440464","Commitments","European Commission - Humanitarian Aid & Civil Protection","Yes","Yes","EC - European Civil Protection and Humanitarian Aid Operations","Yes","Yes","09-2021"
"204","XI-IATI-EC_ECHO","Directorate-General for European Civil Protection and Humanitarian Aid Operations (ECHO)","EC - European Civil Protection and Humanitarian Aid Operations","Bilateral","Yes","Yes","202110",2,"68.84563","Commitments","European Commission - Humanitarian Aid & Civil Protection","Yes","Yes","EC - European Civil Protection and Humanitarian Aid Operations","Yes","Yes","10-2021"
"205","XI-IATI-EC_ECHO","Directorate-General for European Civil Protection and Humanitarian Aid Operations (ECHO)","EC - European Civil Protection and Humanitarian Aid Operations","Bilateral","Yes","Yes","202111",2,"50.514659438726","Commitments","European Commission - Humanitarian Aid & Civil Protection","Yes","Yes","EC - European Civil Protection and Humanitarian Aid Operations","Yes","Yes","11-2021"
"206","XI-IATI-EC_ECHO","Directorate-General for European Civil Protection and Humanitarian Aid Operations (ECHO)","EC - European Civil Protection and Humanitarian Aid Operations","Bilateral","Yes","Yes","202112",2,"16.281101959304","Commitments","European Commission - Humanitarian Aid & Civil Protection","Yes","Yes","EC - European Civil Protection and Humanitarian Aid Operations","Yes","Yes","12-2021"
"207","XI-IATI-EC_FPI","European Commission - Service for Foreign Policy Instruments","EC - Service for Foreign Policy Instruments","Bilateral","Yes","Yes","202102",2,"-3.722791354992","Commitments","European Commission - Service for Foreign Policy Instruments","Yes","Yes","EC - Service for Foreign Policy Instruments","Yes","Yes","02-2021"
"208","XI-IATI-EC_FPI","European Commission - Service for Foreign Policy Instruments","EC - Service for Foreign Policy Instruments","Bilateral","Yes","Yes","202103",2,"-12.060645545709","Commitments","European Commission - Service for Foreign Policy Instruments","Yes","Yes","EC - Service for Foreign Policy Instruments","Yes","Yes","03-2021"
"209","XI-IATI-EC_FPI","European Commission - Service for Foreign Policy Instruments","EC - Service for Foreign Policy Instruments","Bilateral","Yes","Yes","202104",2,"-0.4505594571","Commitments","European Commission - Service for Foreign Policy Instruments","Yes","Yes","EC - Service for Foreign Policy Instruments","Yes","Yes","04-2021"
"210","XI-IATI-EC_FPI","European Commission - Service for Foreign Policy Instruments","EC - Service for Foreign Policy Instruments","Bilateral","Yes","Yes","202105",2,"-0.031426688151","Commitments","European Commission - Service for Foreign Policy Instruments","Yes","Yes","EC - Service for Foreign Policy Instruments","Yes","Yes","05-2021"
"211","XI-IATI-EC_FPI","European Commission - Service for Foreign Policy Instruments","EC - Service for Foreign Policy Instruments","Bilateral","Yes","Yes","202106",2,"-0.248389268796","Commitments","European Commission - Service for Foreign Policy Instruments","Yes","Yes","EC - Service for Foreign Policy Instruments","Yes","Yes","06-2021"
"212","XI-IATI-EC_FPI","European Commission - Service for Foreign Policy Instruments","EC - Service for Foreign Policy Instruments","Bilateral","Yes","Yes","202107",2,"45.70452","Commitments","European Commission - Service for Foreign Policy Instruments","Yes","Yes","EC - Service for Foreign Policy Instruments","Yes","Yes","07-2021"
"213","XI-IATI-EC_FPI","European Commission - Service for Foreign Policy Instruments","EC - Service for Foreign Policy Instruments","Bilateral","Yes","Yes","202108",2,"89.93835","Commitments","European Commission - Service for Foreign Policy Instruments","Yes","Yes","EC - Service for Foreign Policy Instruments","Yes","Yes","08-2021"
"214","XI-IATI-EC_FPI","European Commission - Service for Foreign Policy Instruments","EC - Service for Foreign Policy Instruments","Bilateral","Yes","Yes","202109",2,"106.2046542834","Commitments","European Commission - Service for Foreign Policy Instruments","Yes","Yes","EC - Service for Foreign Policy Instruments","Yes","Yes","09-2021"
"215","XI-IATI-EC_FPI","European Commission - Service for Foreign Policy Instruments","EC - Service for Foreign Policy Instruments","Bilateral","Yes","Yes","202110",2,"16.29072","Commitments","European Commission - Service for Foreign Policy Instruments","Yes","Yes","EC - Service for Foreign Policy Instruments","Yes","Yes","10-2021"
"216","XI-IATI-EC_FPI","European Commission - Service for Foreign Policy Instruments","EC - Service for Foreign Policy Instruments","Bilateral","Yes","Yes","202111",2,"7.46658","Commitments","European Commission - Service for Foreign Policy Instruments","Yes","Yes","EC - Service for Foreign Policy Instruments","Yes","Yes","11-2021"
"217","XI-IATI-EC_FPI","European Commission - Service for Foreign Policy Instruments","EC - Service for Foreign Policy Instruments","Bilateral","Yes","Yes","202112",2,"224.714099083095","Commitments","European Commission - Service for Foreign Policy Instruments","Yes","Yes","EC - Service for Foreign Policy Instruments","Yes","Yes","12-2021"
"218","XI-IATI-EC_INTPA","European Commission - International Partnerships","EC - International Partnerships","Bilateral","Yes","Yes","202101",2,"-3.558046120569","Commitments","","Yes","Yes","EC - International Partnerships","Yes","Yes","01-2021"
"219","XI-IATI-EC_INTPA","European Commission - International Partnerships","EC - International Partnerships","Bilateral","Yes","Yes","202102",2,"-6.648243884109","Commitments","","Yes","Yes","EC - International Partnerships","Yes","Yes","02-2021"
"220","XI-IATI-EC_INTPA","European Commission - International Partnerships","EC - International Partnerships","Bilateral","Yes","Yes","202103",2,"-21.709484013609","Commitments","","Yes","Yes","EC - International Partnerships","Yes","Yes","03-2021"
"221","XI-IATI-EC_INTPA","European Commission - International Partnerships","EC - International Partnerships","Bilateral","Yes","Yes","202104",2,"-18.959184792045","Commitments","","Yes","Yes","EC - International Partnerships","Yes","Yes","04-2021"
"222","XI-IATI-EC_INTPA","European Commission - International Partnerships","EC - International Partnerships","Bilateral","Yes","Yes","202105",2,"-52.885974422259","Commitments","","Yes","Yes","EC - International Partnerships","Yes","Yes","05-2021"
"223","XI-IATI-EC_INTPA","European Commission - International Partnerships","EC - International Partnerships","Bilateral","Yes","Yes","202106",2,"-50.454550885275","Commitments","","Yes","Yes","EC - International Partnerships","Yes","Yes","06-2021"
"224","XI-IATI-EC_INTPA","European Commission - International Partnerships","EC - International Partnerships","Bilateral","Yes","Yes","202107",2,"-8.615811829032","Commitments","","Yes","Yes","EC - International Partnerships","Yes","Yes","07-2021"
"225","XI-IATI-EC_INTPA","European Commission - International Partnerships","EC - International Partnerships","Bilateral","Yes","Yes","202108",2,"96.465081120804","Commitments","","Yes","Yes","EC - International Partnerships","Yes","Yes","08-2021"
"226","XI-IATI-EC_INTPA","European Commission - International Partnerships","EC - International Partnerships","Bilateral","Yes","Yes","202109",2,"66.338784398628","Commitments","","Yes","Yes","EC - International Partnerships","Yes","Yes","09-2021"
"227","XI-IATI-EC_INTPA","European Commission - International Partnerships","EC - International Partnerships","Bilateral","Yes","Yes","202110",2,"309.83837428665","Commitments","","Yes","Yes","EC - International Partnerships","Yes","Yes","10-2021"
"228","XI-IATI-EC_INTPA","European Commission - International Partnerships","EC - International Partnerships","Bilateral","Yes","Yes","202111",2,"57.344445019836","Commitments","","Yes","Yes","EC - International Partnerships","Yes","Yes","11-2021"
"229","XI-IATI-EC_INTPA","European Commission - International Partnerships","EC - International Partnerships","Bilateral","Yes","Yes","202112",2,"8024.34408783943","Commitments","","Yes","Yes","EC - International Partnerships","Yes","Yes","12-2021"
"230","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202102",2,"-0.953066750822999","Commitments","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","02-2021"
"231","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202103",2,"-60.646000745439","Commitments","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","03-2021"
"232","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202104",2,"-11.981101399101","Commitments","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","04-2021"
"233","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202105",2,"-0.344244815568","Commitments","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","05-2021"
"234","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202106",2,"-32.020192374759","Commitments","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","06-2021"
"235","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202107",2,"-10.447328911923","Commitments","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","07-2021"
"236","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202108",2,"78.937080348528","Commitments","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","08-2021"
"237","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202109",2,"28.325557685268","Commitments","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","09-2021"
"238","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202110",2,"0.566518861026","Commitments","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","10-2021"
"239","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202111",2,"-16.412350429818","Commitments","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","11-2021"
"240","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202112",2,"3457.76812303346","Commitments","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","12-2021"
"241","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202102",2,"43","Commitments","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","02-2021"
"242","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202103",2,"375.01874","Commitments","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","03-2021"
"243","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202104",2,"312.3","Commitments","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","04-2021"
"244","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202105",2,"1240","Commitments","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","05-2021"
"245","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202106",2,"1215","Commitments","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","06-2021"
"246","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202107",2,"1110","Commitments","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","07-2021"
"247","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202108",2,"310.471057","Commitments","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","08-2021"
"248","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202109",2,"158.48","Commitments","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","09-2021"
"249","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202110",2,"530","Commitments","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","10-2021"
"250","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202111",2,"1815","Commitments","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","11-2021"
"251","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202112",2,"860","Commitments","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","12-2021"
"252","XI-IATI-MIF","Multilateral Investment Fund","Multilateral Investment Fund","Multilateral","Yes","Yes","202101",2,"1","Commitments","Multilateral Investment Fund","Yes","Yes","Multilateral Investment Fund","Yes","Yes","01-2021"
"253","XI-IATI-MIF","Multilateral Investment Fund","Multilateral Investment Fund","Multilateral","Yes","Yes","202102",2,"2","Commitments","Multilateral Investment Fund","Yes","Yes","Multilateral Investment Fund","Yes","Yes","02-2021"
"254","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202101",2,"31.401551361124","Commitments","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","No","No","01-2021"
"255","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202102",2,"120.081673773586","Commitments","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","No","No","02-2021"
"256","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202103",2,"58.52855572788","Commitments","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","No","No","03-2021"
"257","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202104",2,"46.22855678","Commitments","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","No","No","04-2021"
"258","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202105",2,"410.586461082182","Commitments","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","No","No","05-2021"
"259","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202106",2,"68.977345829518","Commitments","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","No","No","06-2021"
"260","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202107",2,"616.57521882327","Commitments","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","No","No","07-2021"
"261","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202108",2,"16.342305772142","Commitments","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","No","No","08-2021"
"262","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202109",2,"109.541686367736","Commitments","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","No","No","09-2021"
"263","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202110",2,"274.681507451288","Commitments","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","No","No","10-2021"
"264","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202111",2,"212.466819921482","Commitments","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","No","No","11-2021"
"265","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202112",2,"1426.32820085116","Commitments","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","No","No","12-2021"
"266","XM-DAC-21016",NA,NA,"Multilateral",NA,NA,"202112",NA,"","Commitments","International Committee of the Red Cross (ICRC)","No","Yes","International Committee of the Red Cross","No","No","12-2021"
"267","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202101",2,"327.558199454295","Commitments","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","01-2021"
"268","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202102",2,"184.5261070455","Commitments","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","02-2021"
"269","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202103",2,"243.603929965155","Commitments","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","03-2021"
"270","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202104",2,"170.785371255","Commitments","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","04-2021"
"271","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202105",2,"31.7269840365","Commitments","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","05-2021"
"272","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202106",2,"194.861612562","Commitments","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","06-2021"
"273","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202107",2,"79.327964718345","Commitments","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","07-2021"
"274","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202108",2,"60.114232071","Commitments","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","08-2021"
"275","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202109",2,"108.10009939425","Commitments","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","09-2021"
"276","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202110",2,"17.9548118172","Commitments","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","10-2021"
"277","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202111",2,"33.43023363","Commitments","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","11-2021"
"278","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202112",2,"600.22104715653","Commitments","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","12-2021"
"279","XM-DAC-30010","Unitaid","UN - UNITAID","Multilateral","Yes","Yes","202101",2,"1.597251","Commitments","UNITAID","Yes","Yes","UN - UNITAID","Yes","Yes","01-2021"
"280","XM-DAC-30010","Unitaid","UN - UNITAID","Multilateral","Yes","Yes","202105",2,"39.949031","Commitments","UNITAID","Yes","Yes","UN - UNITAID","Yes","Yes","05-2021"
"281","XM-DAC-30010","Unitaid","UN - UNITAID","Multilateral","Yes","Yes","202106",2,"5","Commitments","UNITAID","Yes","Yes","UN - UNITAID","Yes","Yes","06-2021"
"282","XM-DAC-30010","Unitaid","UN - UNITAID","Multilateral","Yes","Yes","202108",2,"35.485084","Commitments","UNITAID","Yes","Yes","UN - UNITAID","Yes","Yes","08-2021"
"283","XM-DAC-301-2",NA,NA,"Bilateral",NA,NA,"202112",NA,"","Commitments","Canada - International Development Research Centre/Centre de recherches pour le d̩veloppement international","No","No","Canada - International Development Research Centre","No","No","12-2021"
"284","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202101",2,"47.330806","Commitments","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","01-2021"
"285","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202102",2,"10.163712","Commitments","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","02-2021"
"286","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202103",2,"58.004706","Commitments","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","03-2021"
"287","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202104",2,"41.791785","Commitments","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","04-2021"
"288","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202105",2,"0.655","Commitments","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","05-2021"
"289","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202106",2,"99.958734","Commitments","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","06-2021"
"290","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202107",2,"56.640535","Commitments","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","07-2021"
"291","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202108",2,"7.736871","Commitments","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","08-2021"
"292","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202109",2,"35.240842","Commitments","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","09-2021"
"293","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202110",2,"11.3449","Commitments","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","10-2021"
"294","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202111",2,"24.916983","Commitments","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","11-2021"
"295","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202112",2,"265.6205886812","Commitments","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","12-2021"
"296","XM-DAC-41110",NA,NA,"Multilateral",NA,NA,"202112",NA,"","Commitments","United Nations Joint Programme on HIV and AIDS Secretariat (UNAIDS)","No","No","UN - UNAIDS","No","No","12-2021"
"297","XM-DAC-41114","United Nations Development Programme","UN - UNDP","Multilateral","No","Yes","202112",2,"38675.7348410001","Commitments","United Nations Development Programme (UNDP)","No","Yes","UN - UNDP","No","No","12-2021"
"298","XM-DAC-41121",NA,NA,"Multilateral",NA,NA,"202112",NA,"","Commitments","United Nations High Commissioner for Refugees (UNHCR)","No","No","UN - UNHCR","No","No","12-2021"
