"","Reporting Organsation Reference","Reporting Organisation Narrative","org_name","Organisation Type","tracker_commit","tracker_spend","YYYYMM year and month","Transaction Type Code","x_original_transaction_value_USDm_Sum","Transaction Type","IATI Organisation Name","Tracker Commit","Tracker Spend","Organisation Name","usability","usability_score","year_month"
"757","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202104",3,"172.283248279908","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","04-2021"
"758","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202104",4,"30.474126966834","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","04-2021"
"759","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202105",3,"146.099890317816","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","05-2021"
"760","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202105",4,"16.179013797615","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","05-2021"
"761","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202106",3,"233.220932737875","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","06-2021"
"762","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202106",4,"23.43748805154","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","06-2021"
"763","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202107",3,"378.517116311811","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","07-2021"
"764","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202107",4,"21.379768302933","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","07-2021"
"765","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202108",3,"145.68807956004","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","08-2021"
"766","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202108",4,"21.810037521204","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","08-2021"
"767","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202109",3,"228.603035701512","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","09-2021"
"768","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202109",4,"20.528704911159","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","09-2021"
"769","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202110",3,"402.111068063193","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","10-2021"
"770","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202110",4,"26.517983842845","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","10-2021"
"771","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202111",3,"310.8142138689","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","11-2021"
"772","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202111",4,"27.075074381793","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","11-2021"
"773","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202112",3,"1020.70057979857","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","12-2021"
"774","XI-IATI-EC_NEAR","European Commission - DG Neighbourhood and Enlargement Negotiations","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Bilateral","Yes","Yes","202112",4,"50.210302242357","Disbursements","European Commission - Neighbourhood and Enlargement Negotiations","Yes","Yes","EC - Directorate-General for Neighbourhood and Enlargement Negotiations","Yes","Yes","12-2021"
"775","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202101",3,"925.410035","Disbursements","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","01-2021"
"776","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202102",3,"112.259993","Disbursements","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","02-2021"
"777","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202103",3,"581.313382","Disbursements","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","03-2021"
"778","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202104",3,"390.800363","Disbursements","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","04-2021"
"779","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202105",3,"184.585005","Disbursements","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","05-2021"
"780","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202106",3,"1982.950572","Disbursements","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","06-2021"
"781","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202107",3,"191.161101","Disbursements","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","07-2021"
"782","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202108",3,"345.981372","Disbursements","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","08-2021"
"783","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202109",3,"1355.165718","Disbursements","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","09-2021"
"784","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202110",3,"505.737944","Disbursements","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","10-2021"
"785","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202111",3,"1582.6666","Disbursements","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","11-2021"
"786","XI-IATI-IADB","Inter-American Development Bank","Inter-American Development Bank","IFI","Yes","Yes","202112",3,"3311.818081","Disbursements","Inter-American Development Bank","Yes","Yes","Inter-American Development Bank","Yes","Yes","12-2021"
"787","XI-IATI-MIF","Multilateral Investment Fund","Multilateral Investment Fund","Multilateral","Yes","Yes","202101",3,"1","Disbursements","Multilateral Investment Fund","Yes","Yes","Multilateral Investment Fund","Yes","Yes","01-2021"
"788","XI-IATI-MIF","Multilateral Investment Fund","Multilateral Investment Fund","Multilateral","Yes","Yes","202102",3,"2.5","Disbursements","Multilateral Investment Fund","Yes","Yes","Multilateral Investment Fund","Yes","Yes","02-2021"
"789","XI-IATI-MIF","Multilateral Investment Fund","Multilateral Investment Fund","Multilateral","Yes","Yes","202104",3,"4.2875","Disbursements","Multilateral Investment Fund","Yes","Yes","Multilateral Investment Fund","Yes","Yes","04-2021"
"790","XI-IATI-MIF","Multilateral Investment Fund","Multilateral Investment Fund","Multilateral","Yes","Yes","202105",3,"0.25","Disbursements","Multilateral Investment Fund","Yes","Yes","Multilateral Investment Fund","Yes","Yes","05-2021"
"791","XI-IATI-MIF","Multilateral Investment Fund","Multilateral Investment Fund","Multilateral","Yes","Yes","202106",3,"4.5","Disbursements","Multilateral Investment Fund","Yes","Yes","Multilateral Investment Fund","Yes","Yes","06-2021"
"792","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202101",3,"115.470055147384","Disbursements","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Yes","Yes","01-2021"
"793","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202102",3,"160.255327172192","Disbursements","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Yes","Yes","02-2021"
"794","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202103",3,"180.743461682546","Disbursements","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Yes","Yes","03-2021"
"795","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202104",3,"86.6498724147","Disbursements","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Yes","Yes","04-2021"
"796","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202105",3,"61.00356215709","Disbursements","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Yes","Yes","05-2021"
"797","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202106",3,"179.00784265476","Disbursements","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Yes","Yes","06-2021"
"798","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202107",3,"59.49279800835","Disbursements","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Yes","Yes","07-2021"
"799","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202108",3,"22.27931339459","Disbursements","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Yes","Yes","08-2021"
"800","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202109",3,"137.501481246948","Disbursements","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Yes","Yes","09-2021"
"801","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202110",3,"81.10453670501","Disbursements","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Yes","Yes","10-2021"
"802","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202111",3,"158.904346589366","Disbursements","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Yes","Yes","11-2021"
"803","XM-DAC-2-10","Directorate-general Development Cooperation and Humanitarian Aid","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Bilateral","No","Yes","202112",3,"227.433162243784","Disbursements","Belgian Development Cooperation","No","Yes","Belgium - Directorate-General for Development Cooperation and Humanitarian Aid","Yes","Yes","12-2021"
"804","XM-DAC-21016","International Committee of the Red Cross","International Committee of the Red Cross","Multilateral","No","Yes","202101",4,"117.078600716307","Disbursements","International Committee of the Red Cross (ICRC)","No","Yes","International Committee of the Red Cross","Yes","Yes","01-2021"
"805","XM-DAC-21016","International Committee of the Red Cross","International Committee of the Red Cross","Multilateral","No","Yes","202102",4,"142.402321556599","Disbursements","International Committee of the Red Cross (ICRC)","No","Yes","International Committee of the Red Cross","Yes","Yes","02-2021"
"806","XM-DAC-21016","International Committee of the Red Cross","International Committee of the Red Cross","Multilateral","No","Yes","202103",4,"157.374637163516","Disbursements","International Committee of the Red Cross (ICRC)","No","Yes","International Committee of the Red Cross","Yes","Yes","03-2021"
"807","XM-DAC-21016","International Committee of the Red Cross","International Committee of the Red Cross","Multilateral","No","Yes","202104",4,"156.226630339148","Disbursements","International Committee of the Red Cross (ICRC)","No","Yes","International Committee of the Red Cross","Yes","Yes","04-2021"
"808","XM-DAC-21016","International Committee of the Red Cross","International Committee of the Red Cross","Multilateral","No","Yes","202105",4,"156.436770889218","Disbursements","International Committee of the Red Cross (ICRC)","No","Yes","International Committee of the Red Cross","Yes","Yes","05-2021"
"809","XM-DAC-21016","International Committee of the Red Cross","International Committee of the Red Cross","Multilateral","No","Yes","202106",4,"173.888236682081","Disbursements","International Committee of the Red Cross (ICRC)","No","Yes","International Committee of the Red Cross","Yes","Yes","06-2021"
"810","XM-DAC-21016","International Committee of the Red Cross","International Committee of the Red Cross","Multilateral","No","Yes","202107",4,"171.118853376642","Disbursements","International Committee of the Red Cross (ICRC)","No","Yes","International Committee of the Red Cross","Yes","Yes","07-2021"
"811","XM-DAC-21016","International Committee of the Red Cross","International Committee of the Red Cross","Multilateral","No","Yes","202108",4,"161.546878536626","Disbursements","International Committee of the Red Cross (ICRC)","No","Yes","International Committee of the Red Cross","Yes","Yes","08-2021"
"812","XM-DAC-21016","International Committee of the Red Cross","International Committee of the Red Cross","Multilateral","No","Yes","202109",4,"175.706521064123","Disbursements","International Committee of the Red Cross (ICRC)","No","Yes","International Committee of the Red Cross","Yes","Yes","09-2021"
"813","XM-DAC-21016","International Committee of the Red Cross","International Committee of the Red Cross","Multilateral","No","Yes","202110",4,"176.963830044003","Disbursements","International Committee of the Red Cross (ICRC)","No","Yes","International Committee of the Red Cross","Yes","Yes","10-2021"
"814","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202101",3,"152.63619784437","Disbursements","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","01-2021"
"815","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202102",3,"322.722669603975","Disbursements","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","02-2021"
"816","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202103",3,"307.84912546671","Disbursements","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","03-2021"
"817","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202104",3,"93.264912628755","Disbursements","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","04-2021"
"818","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202105",3,"85.57398762162","Disbursements","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","05-2021"
"819","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202106",3,"231.36925049409","Disbursements","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","06-2021"
"820","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202107",3,"159.92030723634","Disbursements","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","07-2021"
"821","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202108",3,"93.957271648035","Disbursements","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","08-2021"
"822","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202109",3,"166.111040704785","Disbursements","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","09-2021"
"823","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202110",3,"32.327663001735","Disbursements","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","10-2021"
"824","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202111",3,"109.98744987717","Disbursements","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","11-2021"
"825","XM-DAC-3-1","Ministry of Foreign Affairs, Denmark","Denmark - Ministry of Foreign Affairs","Bilateral","Yes","Yes","202112",3,"569.28269028969","Disbursements","Denmark - Ministry of Foreign Affairs, Danida","Yes","Yes","Denmark - Ministry of Foreign Affairs","Yes","Yes","12-2021"
"826","XM-DAC-30010","Unitaid","UN - UNITAID","Multilateral","Yes","Yes","202101",3,"13.042348","Disbursements","UNITAID","Yes","Yes","UN - UNITAID","Yes","Yes","01-2021"
"827","XM-DAC-30010","Unitaid","UN - UNITAID","Multilateral","Yes","Yes","202102",3,"0.74303","Disbursements","UNITAID","Yes","Yes","UN - UNITAID","Yes","Yes","02-2021"
"828","XM-DAC-30010","Unitaid","UN - UNITAID","Multilateral","Yes","Yes","202103",3,"11.724735","Disbursements","UNITAID","Yes","Yes","UN - UNITAID","Yes","Yes","03-2021"
"829","XM-DAC-30010","Unitaid","UN - UNITAID","Multilateral","Yes","Yes","202104",3,"0.977411","Disbursements","UNITAID","Yes","Yes","UN - UNITAID","Yes","Yes","04-2021"
"830","XM-DAC-30010","Unitaid","UN - UNITAID","Multilateral","Yes","Yes","202105",3,"32.097868","Disbursements","UNITAID","Yes","Yes","UN - UNITAID","Yes","Yes","05-2021"
"831","XM-DAC-30010","Unitaid","UN - UNITAID","Multilateral","Yes","Yes","202106",3,"100.208695","Disbursements","UNITAID","Yes","Yes","UN - UNITAID","Yes","Yes","06-2021"
"832","XM-DAC-30010","Unitaid","UN - UNITAID","Multilateral","Yes","Yes","202107",3,"40.338939","Disbursements","UNITAID","Yes","Yes","UN - UNITAID","Yes","Yes","07-2021"
"833","XM-DAC-30010","Unitaid","UN - UNITAID","Multilateral","Yes","Yes","202108",3,"14.276466","Disbursements","UNITAID","Yes","Yes","UN - UNITAID","Yes","Yes","08-2021"
"834","XM-DAC-30010","Unitaid","UN - UNITAID","Multilateral","Yes","Yes","202109",3,"30.576571","Disbursements","UNITAID","Yes","Yes","UN - UNITAID","Yes","Yes","09-2021"
"835","XM-DAC-30010","Unitaid","UN - UNITAID","Multilateral","Yes","Yes","202110",3,"8.024127","Disbursements","UNITAID","Yes","Yes","UN - UNITAID","Yes","Yes","10-2021"
"836","XM-DAC-30010","Unitaid","UN - UNITAID","Multilateral","Yes","Yes","202111",3,"8.290337","Disbursements","UNITAID","Yes","Yes","UN - UNITAID","Yes","Yes","11-2021"
"837","XM-DAC-30010","Unitaid","UN - UNITAID","Multilateral","Yes","Yes","202112",3,"43.201682","Disbursements","UNITAID","Yes","Yes","UN - UNITAID","Yes","Yes","12-2021"
"838","XM-DAC-301-2",NA,NA,"Bilateral",NA,NA,"202112",NA,"","Disbursements","Canada - International Development Research Centre/Centre de recherches pour le d̩veloppement international","No","No","Canada - International Development Research Centre","No","No","12-2021"
"839","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202101",3,"83.7784124986941","Disbursements","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","01-2021"
"840","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202102",3,"57.839791946476","Disbursements","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","02-2021"
"841","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202103",3,"78.5773964035","Disbursements","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","03-2021"
"842","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202104",3,"75.414110182852","Disbursements","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","04-2021"
"843","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202105",3,"70.518872168972","Disbursements","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","05-2021"
"844","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202106",3,"51.604831021518","Disbursements","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","06-2021"
"845","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202107",3,"87.189207484059","Disbursements","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","07-2021"
"846","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202108",3,"48.445376529564","Disbursements","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","08-2021"
"847","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202109",3,"68.203045917092","Disbursements","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","09-2021"
"848","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202110",3,"74.817916148653","Disbursements","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","10-2021"
"849","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202111",3,"86.498822771658","Disbursements","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","11-2021"
"850","XM-DAC-41108","International Fund for Agricultural Development","International Fund for Agricultural Development","Multilateral","Yes","Yes","202112",3,"178.787659154605","Disbursements","International Fund for Agricultural Development (IFAD)","Yes","Yes","International Fund for Agricultural Development","Yes","Yes","12-2021"
"851","XM-DAC-41110","The Joint United Nations Programme on HIV and AIDS (UNAIDS) Secretariat","UN - UNAIDS","Multilateral","No","No","202106",4,"68.6711519999999","Disbursements","United Nations Joint Programme on HIV and AIDS Secretariat (UNAIDS)","No","No","UN - UNAIDS","No","No","06-2021"
"852","XM-DAC-41114","United Nations Development Programme","UN - UNDP","Multilateral","No","Yes","202101",3,"7.944486","Disbursements","United Nations Development Programme (UNDP)","No","Yes","UN - UNDP","Yes","Yes","01-2021"
"853","XM-DAC-41114","United Nations Development Programme","UN - UNDP","Multilateral","No","Yes","202101",4,"186.195886","Disbursements","United Nations Development Programme (UNDP)","No","Yes","UN - UNDP","Yes","Yes","01-2021"
"854","XM-DAC-41114","United Nations Development Programme","UN - UNDP","Multilateral","No","Yes","202102",3,"45.165524","Disbursements","United Nations Development Programme (UNDP)","No","Yes","UN - UNDP","Yes","Yes","02-2021"
"855","XM-DAC-41114","United Nations Development Programme","UN - UNDP","Multilateral","No","Yes","202102",4,"266.892901","Disbursements","United Nations Development Programme (UNDP)","No","Yes","UN - UNDP","Yes","Yes","02-2021"
"856","XM-DAC-41114","United Nations Development Programme","UN - UNDP","Multilateral","No","Yes","202103",3,"102.114668","Disbursements","United Nations Development Programme (UNDP)","No","Yes","UN - UNDP","Yes","Yes","03-2021"
"857","XM-DAC-41114","United Nations Development Programme","UN - UNDP","Multilateral","No","Yes","202103",4,"319.542317999999","Disbursements","United Nations Development Programme (UNDP)","No","Yes","UN - UNDP","Yes","Yes","03-2021"
"858","XM-DAC-41114","United Nations Development Programme","UN - UNDP","Multilateral","No","Yes","202104",3,"62.064255","Disbursements","United Nations Development Programme (UNDP)","No","Yes","UN - UNDP","Yes","Yes","04-2021"
"859","XM-DAC-41114","United Nations Development Programme","UN - UNDP","Multilateral","No","Yes","202104",4,"272.336355","Disbursements","United Nations Development Programme (UNDP)","No","Yes","UN - UNDP","Yes","Yes","04-2021"
