"","country","org_type","flow_type","transaction_type","year","quarter","month","aggregate_type","variable","value","timeframe","rollingyear"
"197101","Germany","Germany","Other flows","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"19811","Germany","Germany","Other flows","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"19912","Germany","Germany","Other flows","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2011","Global Fund","Global Fund","Not specified","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2022","Global Fund","Global Fund","Not specified","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"20312","Global Fund","Global Fund","Not specified","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2042","Global Fund","Global Fund","Not specified","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2062","Global Fund","Global Fund","ODA","Disbursements",2018,NA,NA,"Specific donor","Volume",3182.94070297,"Yearly",NA
"20710","Global Fund","Global Fund","ODA","Disbursements",2019,NA,NA,"Specific donor","Volume",3497.68281152,"Yearly",NA
"2082","Global Fund","Global Fund","ODA","Disbursements",2020,NA,NA,"Specific donor","Volume",4181.47317893,"Yearly",NA
"20910","Global Fund","Global Fund","ODA","Disbursements",2021,NA,NA,"Specific donor","Volume",5009.42328163,"Yearly",NA
"21110","Global Fund","Global Fund","OOF","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"21211","Global Fund","Global Fund","OOF","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"21311","Global Fund","Global Fund","OOF","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"21411","Global Fund","Global Fund","OOF","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"21611","Global Fund","Global Fund","Other flows","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"21711","Global Fund","Global Fund","Other flows","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"21811","Global Fund","Global Fund","Other flows","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"21912","Global Fund","Global Fund","Other flows","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"22110","Inter-American Development Bank","Inter-American Development Bank","Not specified","Disbursements",2018,NA,NA,"Specific donor","Volume",298.079751169254,"Yearly",NA
"2222","Inter-American Development Bank","Inter-American Development Bank","Not specified","Disbursements",2019,NA,NA,"Specific donor","Volume",134.670609592098,"Yearly",NA
"22310","Inter-American Development Bank","Inter-American Development Bank","Not specified","Disbursements",2020,NA,NA,"Specific donor","Volume",665.552504340796,"Yearly",NA
"2242","Inter-American Development Bank","Inter-American Development Bank","Not specified","Disbursements",2021,NA,NA,"Specific donor","Volume",400.404496797705,"Yearly",NA
"22611","Inter-American Development Bank","Inter-American Development Bank","ODA","Disbursements",2018,NA,NA,"Specific donor","Volume",934.914889910243,"Yearly",NA
"227101","Inter-American Development Bank","Inter-American Development Bank","ODA","Disbursements",2019,NA,NA,"Specific donor","Volume",699.08435445496,"Yearly",NA
"22811","Inter-American Development Bank","Inter-American Development Bank","ODA","Disbursements",2020,NA,NA,"Specific donor","Volume",731.535262302651,"Yearly",NA
"22911","Inter-American Development Bank","Inter-American Development Bank","ODA","Disbursements",2021,NA,NA,"Specific donor","Volume",836.744788115031,"Yearly",NA
"23112","Inter-American Development Bank","Inter-American Development Bank","OOF","Disbursements",2018,NA,NA,"Specific donor","Volume",8633.8378299205,"Yearly",NA
"23221","Inter-American Development Bank","Inter-American Development Bank","OOF","Disbursements",2019,NA,NA,"Specific donor","Volume",8012.88786895294,"Yearly",NA
"233111","Inter-American Development Bank","Inter-American Development Bank","OOF","Disbursements",2020,NA,NA,"Specific donor","Volume",11830.4369963566,"Yearly",NA
"23421","Inter-American Development Bank","Inter-American Development Bank","OOF","Disbursements",2021,NA,NA,"Specific donor","Volume",10236.7008810873,"Yearly",NA
"23621","Inter-American Development Bank","Inter-American Development Bank","Other flows","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"237101","Inter-American Development Bank","Inter-American Development Bank","Other flows","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"23811","Inter-American Development Bank","Inter-American Development Bank","Other flows","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"239101","Inter-American Development Bank","Inter-American Development Bank","Other flows","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2411","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2422","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"24310","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2442","International Committee of the Red Cross","International Committee of the Red Cross","Not specified","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2462","International Committee of the Red Cross","International Committee of the Red Cross","ODA","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"24710","International Committee of the Red Cross","International Committee of the Red Cross","ODA","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2482","International Committee of the Red Cross","International Committee of the Red Cross","ODA","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2491","International Committee of the Red Cross","International Committee of the Red Cross","ODA","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"25112","International Committee of the Red Cross","International Committee of the Red Cross","OOF","Disbursements",2018,NA,NA,"Specific donor","Volume",1980.31262763364,"Yearly",NA
"25211","International Committee of the Red Cross","International Committee of the Red Cross","OOF","Disbursements",2019,NA,NA,"Specific donor","Volume",2018.67062812851,"Yearly",NA
"25311","International Committee of the Red Cross","International Committee of the Red Cross","OOF","Disbursements",2020,NA,NA,"Specific donor","Volume",2002.49581598395,"Yearly",NA
"25411","International Committee of the Red Cross","International Committee of the Red Cross","OOF","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"25611","International Committee of the Red Cross","International Committee of the Red Cross","Other flows","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"257101","International Committee of the Red Cross","International Committee of the Red Cross","Other flows","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"25811","International Committee of the Red Cross","International Committee of the Red Cross","Other flows","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"25912","International Committee of the Red Cross","International Committee of the Red Cross","Other flows","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2611","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Not specified","Disbursements",2018,NA,NA,"Specific donor","Volume",0.28809564959246,"Yearly",NA
"2622","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Not specified","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"26312","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Not specified","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2642","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Not specified","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2662","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","ODA","Disbursements",2018,NA,NA,"Specific donor","Volume",35.1340592818075,"Yearly",NA
"26710","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","ODA","Disbursements",2019,NA,NA,"Specific donor","Volume",48.0843122894,"Yearly",NA
"2682","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","ODA","Disbursements",2020,NA,NA,"Specific donor","Volume",39.2344142608,"Yearly",NA
"26910","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","ODA","Disbursements",2021,NA,NA,"Specific donor","Volume",45.9594513664,"Yearly",NA
"27110","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","OOF","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"27211","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","OOF","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"27311","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","OOF","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"27411","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","OOF","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"27611","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Other flows","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"27711","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Other flows","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"27811","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Other flows","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"27912","International Development Law Organization (IDLO)","International Development Law Organization (IDLO)","Other flows","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"28110","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2822","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"28310","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2842","International Fund for Agricultural Development","International Fund for Agricultural Development","Not specified","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"28611","International Fund for Agricultural Development","International Fund for Agricultural Development","ODA","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"287101","International Fund for Agricultural Development","International Fund for Agricultural Development","ODA","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"28811","International Fund for Agricultural Development","International Fund for Agricultural Development","ODA","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"28911","International Fund for Agricultural Development","International Fund for Agricultural Development","ODA","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"29112","International Fund for Agricultural Development","International Fund for Agricultural Development","OOF","Disbursements",2018,NA,NA,"Specific donor","Volume",924.326577717237,"Yearly",NA
"29221","International Fund for Agricultural Development","International Fund for Agricultural Development","OOF","Disbursements",2019,NA,NA,"Specific donor","Volume",952.348121397333,"Yearly",NA
"293111","International Fund for Agricultural Development","International Fund for Agricultural Development","OOF","Disbursements",2020,NA,NA,"Specific donor","Volume",863.531496332784,"Yearly",NA
"29421","International Fund for Agricultural Development","International Fund for Agricultural Development","OOF","Disbursements",2021,NA,NA,"Specific donor","Volume",965.675442227643,"Yearly",NA
"29621","International Fund for Agricultural Development","International Fund for Agricultural Development","Other flows","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"297101","International Fund for Agricultural Development","International Fund for Agricultural Development","Other flows","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"29811","International Fund for Agricultural Development","International Fund for Agricultural Development","Other flows","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"299101","International Fund for Agricultural Development","International Fund for Agricultural Development","Other flows","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"3011","Multilateral Investment Fund","Multilateral Investment Fund","Not specified","Disbursements",2018,NA,NA,"Specific donor","Volume",16.7998000098425,"Yearly",NA
"3022","Multilateral Investment Fund","Multilateral Investment Fund","Not specified","Disbursements",2019,NA,NA,"Specific donor","Volume",17.221988,"Yearly",NA
"30310","Multilateral Investment Fund","Multilateral Investment Fund","Not specified","Disbursements",2020,NA,NA,"Specific donor","Volume",24.390458,"Yearly",NA
"3042","Multilateral Investment Fund","Multilateral Investment Fund","Not specified","Disbursements",2021,NA,NA,"Specific donor","Volume",14.5375,"Yearly",NA
"3062","Multilateral Investment Fund","Multilateral Investment Fund","ODA","Disbursements",2018,NA,NA,"Specific donor","Volume",0.0957923795030765,"Yearly",NA
"30710","Multilateral Investment Fund","Multilateral Investment Fund","ODA","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"3082","Multilateral Investment Fund","Multilateral Investment Fund","ODA","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"3091","Multilateral Investment Fund","Multilateral Investment Fund","ODA","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"31112","Multilateral Investment Fund","Multilateral Investment Fund","OOF","Disbursements",2018,NA,NA,"Specific donor","Volume",0.641467610654441,"Yearly",NA
"31211","Multilateral Investment Fund","Multilateral Investment Fund","OOF","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"31311","Multilateral Investment Fund","Multilateral Investment Fund","OOF","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"31411","Multilateral Investment Fund","Multilateral Investment Fund","OOF","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"31611","Multilateral Investment Fund","Multilateral Investment Fund","Other flows","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"317101","Multilateral Investment Fund","Multilateral Investment Fund","Other flows","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"31811","Multilateral Investment Fund","Multilateral Investment Fund","Other flows","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"31912","Multilateral Investment Fund","Multilateral Investment Fund","Other flows","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
