"","country","org_type","flow_type","transaction_type","year","quarter","month","aggregate_type","variable","value","timeframe"
"1","African Development Bank Group","IFI","Not specified","Commitments",2018,1,1,"Donor","Volume",0,"Monthly"
"2","African Development Bank Group","IFI","Not specified","Commitments",2018,1,2,"Donor","Volume",0,"Monthly"
"3","African Development Bank Group","IFI","Not specified","Commitments",2018,1,3,"Donor","Volume",0,"Monthly"
"4","African Development Bank Group","IFI","Not specified","Commitments",2018,2,4,"Donor","Volume",0,"Monthly"
"5","African Development Bank Group","IFI","Not specified","Commitments",2018,2,5,"Donor","Volume",0,"Monthly"
"6","African Development Bank Group","IFI","Not specified","Commitments",2018,2,6,"Donor","Volume",0,"Monthly"
"7","African Development Bank Group","IFI","Not specified","Commitments",2018,3,7,"Donor","Volume",0,"Monthly"
"8","African Development Bank Group","IFI","Not specified","Commitments",2018,3,8,"Donor","Volume",0,"Monthly"
"9","African Development Bank Group","IFI","Not specified","Commitments",2018,3,9,"Donor","Volume",0,"Monthly"
"10","African Development Bank Group","IFI","Not specified","Commitments",2018,4,10,"Donor","Volume",0,"Monthly"
"11","African Development Bank Group","IFI","Not specified","Commitments",2018,4,11,"Donor","Volume",0,"Monthly"
"12","African Development Bank Group","IFI","Not specified","Commitments",2018,4,12,"Donor","Volume",0,"Monthly"
"13","African Development Bank Group","IFI","Not specified","Commitments",2019,1,1,"Donor","Volume",0,"Monthly"
"14","African Development Bank Group","IFI","Not specified","Commitments",2019,1,2,"Donor","Volume",0,"Monthly"
"15","African Development Bank Group","IFI","Not specified","Commitments",2019,1,3,"Donor","Volume",0,"Monthly"
"16","African Development Bank Group","IFI","Not specified","Commitments",2019,2,4,"Donor","Volume",0,"Monthly"
"17","African Development Bank Group","IFI","Not specified","Commitments",2019,2,5,"Donor","Volume",0,"Monthly"
"18","African Development Bank Group","IFI","Not specified","Commitments",2019,2,6,"Donor","Volume",0,"Monthly"
"19","African Development Bank Group","IFI","Not specified","Commitments",2019,3,7,"Donor","Volume",0,"Monthly"
"20","African Development Bank Group","IFI","Not specified","Commitments",2019,3,8,"Donor","Volume",0,"Monthly"
"21","African Development Bank Group","IFI","Not specified","Commitments",2019,3,9,"Donor","Volume",0,"Monthly"
"22","African Development Bank Group","IFI","Not specified","Commitments",2019,4,10,"Donor","Volume",0,"Monthly"
"23","African Development Bank Group","IFI","Not specified","Commitments",2019,4,11,"Donor","Volume",0,"Monthly"
"24","African Development Bank Group","IFI","Not specified","Commitments",2019,4,12,"Donor","Volume",0,"Monthly"
"25","African Development Bank Group","IFI","Not specified","Commitments",2020,1,1,"Donor","Volume",0,"Monthly"
"26","African Development Bank Group","IFI","Not specified","Commitments",2020,1,2,"Donor","Volume",0,"Monthly"
"27","African Development Bank Group","IFI","Not specified","Commitments",2020,1,3,"Donor","Volume",0,"Monthly"
"28","African Development Bank Group","IFI","Not specified","Commitments",2020,2,4,"Donor","Volume",0,"Monthly"
"29","African Development Bank Group","IFI","Not specified","Commitments",2020,2,5,"Donor","Volume",0,"Monthly"
"30","African Development Bank Group","IFI","Not specified","Commitments",2020,2,6,"Donor","Volume",0,"Monthly"
"31","African Development Bank Group","IFI","Not specified","Commitments",2020,3,7,"Donor","Volume",0,"Monthly"
"32","African Development Bank Group","IFI","Not specified","Commitments",2020,3,8,"Donor","Volume",0,"Monthly"
"33","African Development Bank Group","IFI","Not specified","Commitments",2020,3,9,"Donor","Volume",0,"Monthly"
"34","African Development Bank Group","IFI","Not specified","Commitments",2020,4,10,"Donor","Volume",0,"Monthly"
"35","African Development Bank Group","IFI","Not specified","Commitments",2020,4,11,"Donor","Volume",0,"Monthly"
"36","African Development Bank Group","IFI","Not specified","Commitments",2020,4,12,"Donor","Volume",0,"Monthly"
"37","African Development Bank Group","IFI","ODA","Commitments",2018,1,1,"Donor","Volume",1340.96618023218,"Monthly"
"38","African Development Bank Group","IFI","ODA","Commitments",2018,1,2,"Donor","Volume",547.881560934516,"Monthly"
"39","African Development Bank Group","IFI","ODA","Commitments",2018,1,3,"Donor","Volume",6116.05369265808,"Monthly"
"40","African Development Bank Group","IFI","ODA","Commitments",2018,2,4,"Donor","Volume",40.030951533976,"Monthly"
"41","African Development Bank Group","IFI","ODA","Commitments",2018,2,5,"Donor","Volume",131.602762281292,"Monthly"
"42","African Development Bank Group","IFI","ODA","Commitments",2018,2,6,"Donor","Volume",337.397686990239,"Monthly"
"43","African Development Bank Group","IFI","ODA","Commitments",2018,3,7,"Donor","Volume",47.463625332802,"Monthly"
"44","African Development Bank Group","IFI","ODA","Commitments",2018,3,8,"Donor","Volume",429.260870191591,"Monthly"
"45","African Development Bank Group","IFI","ODA","Commitments",2018,3,9,"Donor","Volume",90.34874352758,"Monthly"
"46","African Development Bank Group","IFI","ODA","Commitments",2018,4,10,"Donor","Volume",916.98430776432,"Monthly"
"47","African Development Bank Group","IFI","ODA","Commitments",2018,4,11,"Donor","Volume",657.799421279675,"Monthly"
"48","African Development Bank Group","IFI","ODA","Commitments",2018,4,12,"Donor","Volume",1045.61069538505,"Monthly"
"49","African Development Bank Group","IFI","ODA","Commitments",2019,1,1,"Donor","Volume",474.2032283274,"Monthly"
"50","African Development Bank Group","IFI","ODA","Commitments",2019,1,2,"Donor","Volume",789.590633129848,"Monthly"
"51","African Development Bank Group","IFI","ODA","Commitments",2019,1,3,"Donor","Volume",809.965574625416,"Monthly"
"52","African Development Bank Group","IFI","ODA","Commitments",2019,2,4,"Donor","Volume",175.885618521624,"Monthly"
"53","African Development Bank Group","IFI","ODA","Commitments",2019,2,5,"Donor","Volume",137.816452007168,"Monthly"
"54","African Development Bank Group","IFI","ODA","Commitments",2019,2,6,"Donor","Volume",813.840800328864,"Monthly"
"55","African Development Bank Group","IFI","ODA","Commitments",2019,3,7,"Donor","Volume",227.296821519152,"Monthly"
"56","African Development Bank Group","IFI","ODA","Commitments",2019,3,8,"Donor","Volume",418.379672631888,"Monthly"
"57","African Development Bank Group","IFI","ODA","Commitments",2019,3,9,"Donor","Volume",90.07942016392,"Monthly"
"58","African Development Bank Group","IFI","ODA","Commitments",2019,4,10,"Donor","Volume",231.631332869816,"Monthly"
"59","African Development Bank Group","IFI","ODA","Commitments",2019,4,11,"Donor","Volume",893.329993063112,"Monthly"
"60","African Development Bank Group","IFI","ODA","Commitments",2019,4,12,"Donor","Volume",2120.41740648003,"Monthly"
"61","African Development Bank Group","IFI","ODA","Commitments",2020,1,1,"Donor","Volume",746.712832480856,"Monthly"
"62","African Development Bank Group","IFI","ODA","Commitments",2020,1,2,"Donor","Volume",418.144019322595,"Monthly"
"63","African Development Bank Group","IFI","ODA","Commitments",2020,1,3,"Donor","Volume",1335.59969739546,"Monthly"
"64","African Development Bank Group","IFI","ODA","Commitments",2020,2,4,"Donor","Volume",764.599977431208,"Monthly"
"65","African Development Bank Group","IFI","ODA","Commitments",2020,2,5,"Donor","Volume",599.777534319461,"Monthly"
"66","African Development Bank Group","IFI","ODA","Commitments",2020,2,6,"Donor","Volume",3260.13534971606,"Monthly"
"67","African Development Bank Group","IFI","ODA","Commitments",2020,3,7,"Donor","Volume",1197.59232860103,"Monthly"
"68","African Development Bank Group","IFI","ODA","Commitments",2020,3,8,"Donor","Volume",500.2248925079,"Monthly"
"69","African Development Bank Group","IFI","ODA","Commitments",2020,3,9,"Donor","Volume",310.049652647096,"Monthly"
"70","African Development Bank Group","IFI","ODA","Commitments",2020,4,10,"Donor","Volume",480.406978511778,"Monthly"
"71","African Development Bank Group","IFI","ODA","Commitments",2020,4,11,"Donor","Volume",428.191692506469,"Monthly"
"72","African Development Bank Group","IFI","ODA","Commitments",2020,4,12,"Donor","Volume",242.301051841667,"Monthly"
"73","African Development Bank Group","IFI","OOF","Commitments",2018,1,1,"Donor","Volume",0,"Monthly"
"74","African Development Bank Group","IFI","OOF","Commitments",2018,1,2,"Donor","Volume",98.275203885211,"Monthly"
"75","African Development Bank Group","IFI","OOF","Commitments",2018,1,3,"Donor","Volume",200.756701587274,"Monthly"
"76","African Development Bank Group","IFI","OOF","Commitments",2018,2,4,"Donor","Volume",222.846357072538,"Monthly"
"77","African Development Bank Group","IFI","OOF","Commitments",2018,2,5,"Donor","Volume",1.965504083651,"Monthly"
"78","African Development Bank Group","IFI","OOF","Commitments",2018,2,6,"Donor","Volume",223.634579356711,"Monthly"
"79","African Development Bank Group","IFI","OOF","Commitments",2018,3,7,"Donor","Volume",0,"Monthly"
"80","African Development Bank Group","IFI","OOF","Commitments",2018,3,8,"Donor","Volume",15.433030189842,"Monthly"
"81","African Development Bank Group","IFI","OOF","Commitments",2018,3,9,"Donor","Volume",0,"Monthly"
"82","African Development Bank Group","IFI","OOF","Commitments",2018,4,10,"Donor","Volume",0,"Monthly"
"83","African Development Bank Group","IFI","OOF","Commitments",2018,4,11,"Donor","Volume",437.372249821909,"Monthly"
"84","African Development Bank Group","IFI","OOF","Commitments",2018,4,12,"Donor","Volume",26.881794464828,"Monthly"
"85","African Development Bank Group","IFI","OOF","Commitments",2019,1,1,"Donor","Volume",0,"Monthly"
"86","African Development Bank Group","IFI","OOF","Commitments",2019,1,2,"Donor","Volume",0,"Monthly"
"87","African Development Bank Group","IFI","OOF","Commitments",2019,1,3,"Donor","Volume",95.92645823068,"Monthly"
"88","African Development Bank Group","IFI","OOF","Commitments",2019,2,4,"Donor","Volume",46.29522588768,"Monthly"
"89","African Development Bank Group","IFI","OOF","Commitments",2019,2,5,"Donor","Volume",47.94724970244,"Monthly"
"90","African Development Bank Group","IFI","OOF","Commitments",2019,2,6,"Donor","Volume",277.667977050816,"Monthly"
"91","African Development Bank Group","IFI","OOF","Commitments",2019,3,7,"Donor","Volume",347.803206836184,"Monthly"
"92","African Development Bank Group","IFI","OOF","Commitments",2019,3,8,"Donor","Volume",0,"Monthly"
"93","African Development Bank Group","IFI","OOF","Commitments",2019,3,9,"Donor","Volume",44.462468745904,"Monthly"
"94","African Development Bank Group","IFI","OOF","Commitments",2019,4,10,"Donor","Volume",116.109621736856,"Monthly"
"95","African Development Bank Group","IFI","OOF","Commitments",2019,4,11,"Donor","Volume",165.69579000436,"Monthly"
"96","African Development Bank Group","IFI","OOF","Commitments",2019,4,12,"Donor","Volume",295.942219786224,"Monthly"
"97","African Development Bank Group","IFI","OOF","Commitments",2020,1,1,"Donor","Volume",15.198557011642,"Monthly"
"98","African Development Bank Group","IFI","OOF","Commitments",2020,1,2,"Donor","Volume",171.147550047055,"Monthly"
"99","African Development Bank Group","IFI","OOF","Commitments",2020,1,3,"Donor","Volume",195.470905455806,"Monthly"
"100","African Development Bank Group","IFI","OOF","Commitments",2020,2,4,"Donor","Volume",40.120267862786,"Monthly"
"101","African Development Bank Group","IFI","OOF","Commitments",2020,2,5,"Donor","Volume",0,"Monthly"
"102","African Development Bank Group","IFI","OOF","Commitments",2020,2,6,"Donor","Volume",413.4194480549,"Monthly"
"103","African Development Bank Group","IFI","OOF","Commitments",2020,3,7,"Donor","Volume",0,"Monthly"
"104","African Development Bank Group","IFI","OOF","Commitments",2020,3,8,"Donor","Volume",0,"Monthly"
"105","African Development Bank Group","IFI","OOF","Commitments",2020,3,9,"Donor","Volume",116.370145642027,"Monthly"
"106","African Development Bank Group","IFI","OOF","Commitments",2020,4,10,"Donor","Volume",0,"Monthly"
"107","African Development Bank Group","IFI","OOF","Commitments",2020,4,11,"Donor","Volume",0,"Monthly"
"108","African Development Bank Group","IFI","OOF","Commitments",2020,4,12,"Donor","Volume",153.826713042296,"Monthly"
"109","African Development Bank Group","IFI","Other flows","Commitments",2018,1,1,"Donor","Volume",0,"Monthly"
"110","African Development Bank Group","IFI","Other flows","Commitments",2018,1,2,"Donor","Volume",0,"Monthly"
"111","African Development Bank Group","IFI","Other flows","Commitments",2018,1,3,"Donor","Volume",0,"Monthly"
"112","African Development Bank Group","IFI","Other flows","Commitments",2018,2,4,"Donor","Volume",0,"Monthly"
"113","African Development Bank Group","IFI","Other flows","Commitments",2018,2,5,"Donor","Volume",0,"Monthly"
"114","African Development Bank Group","IFI","Other flows","Commitments",2018,2,6,"Donor","Volume",0,"Monthly"
"115","African Development Bank Group","IFI","Other flows","Commitments",2018,3,7,"Donor","Volume",0,"Monthly"
"116","African Development Bank Group","IFI","Other flows","Commitments",2018,3,8,"Donor","Volume",0,"Monthly"
"117","African Development Bank Group","IFI","Other flows","Commitments",2018,3,9,"Donor","Volume",0,"Monthly"
"118","African Development Bank Group","IFI","Other flows","Commitments",2018,4,10,"Donor","Volume",0,"Monthly"
"119","African Development Bank Group","IFI","Other flows","Commitments",2018,4,11,"Donor","Volume",0,"Monthly"
"120","African Development Bank Group","IFI","Other flows","Commitments",2018,4,12,"Donor","Volume",0,"Monthly"
"121","African Development Bank Group","IFI","Other flows","Commitments",2019,1,1,"Donor","Volume",0,"Monthly"
"122","African Development Bank Group","IFI","Other flows","Commitments",2019,1,2,"Donor","Volume",0,"Monthly"
"123","African Development Bank Group","IFI","Other flows","Commitments",2019,1,3,"Donor","Volume",0,"Monthly"
"124","African Development Bank Group","IFI","Other flows","Commitments",2019,2,4,"Donor","Volume",0,"Monthly"
"125","African Development Bank Group","IFI","Other flows","Commitments",2019,2,5,"Donor","Volume",0,"Monthly"
"126","African Development Bank Group","IFI","Other flows","Commitments",2019,2,6,"Donor","Volume",0,"Monthly"
"127","African Development Bank Group","IFI","Other flows","Commitments",2019,3,7,"Donor","Volume",0,"Monthly"
"128","African Development Bank Group","IFI","Other flows","Commitments",2019,3,8,"Donor","Volume",0,"Monthly"
"129","African Development Bank Group","IFI","Other flows","Commitments",2019,3,9,"Donor","Volume",0,"Monthly"
"130","African Development Bank Group","IFI","Other flows","Commitments",2019,4,10,"Donor","Volume",0,"Monthly"
"131","African Development Bank Group","IFI","Other flows","Commitments",2019,4,11,"Donor","Volume",0,"Monthly"
"132","African Development Bank Group","IFI","Other flows","Commitments",2019,4,12,"Donor","Volume",0,"Monthly"
"133","African Development Bank Group","IFI","Other flows","Commitments",2020,1,1,"Donor","Volume",0,"Monthly"
"134","African Development Bank Group","IFI","Other flows","Commitments",2020,1,2,"Donor","Volume",0,"Monthly"
"135","African Development Bank Group","IFI","Other flows","Commitments",2020,1,3,"Donor","Volume",0,"Monthly"
"136","African Development Bank Group","IFI","Other flows","Commitments",2020,2,4,"Donor","Volume",0,"Monthly"
"137","African Development Bank Group","IFI","Other flows","Commitments",2020,2,5,"Donor","Volume",0,"Monthly"
"138","African Development Bank Group","IFI","Other flows","Commitments",2020,2,6,"Donor","Volume",0,"Monthly"
"139","African Development Bank Group","IFI","Other flows","Commitments",2020,3,7,"Donor","Volume",0,"Monthly"
"140","African Development Bank Group","IFI","Other flows","Commitments",2020,3,8,"Donor","Volume",0,"Monthly"
"141","African Development Bank Group","IFI","Other flows","Commitments",2020,3,9,"Donor","Volume",0,"Monthly"
"142","African Development Bank Group","IFI","Other flows","Commitments",2020,4,10,"Donor","Volume",0,"Monthly"
"143","African Development Bank Group","IFI","Other flows","Commitments",2020,4,11,"Donor","Volume",0,"Monthly"
"144","African Development Bank Group","IFI","Other flows","Commitments",2020,4,12,"Donor","Volume",0,"Monthly"
"145","Asian Development Bank","IFI","Not specified","Commitments",2018,1,1,"Donor","Volume",0,"Monthly"
"146","Asian Development Bank","IFI","Not specified","Commitments",2018,1,2,"Donor","Volume",0,"Monthly"
"147","Asian Development Bank","IFI","Not specified","Commitments",2018,1,3,"Donor","Volume",0,"Monthly"
"148","Asian Development Bank","IFI","Not specified","Commitments",2018,2,4,"Donor","Volume",0,"Monthly"
"149","Asian Development Bank","IFI","Not specified","Commitments",2018,2,5,"Donor","Volume",0,"Monthly"
"150","Asian Development Bank","IFI","Not specified","Commitments",2018,2,6,"Donor","Volume",0,"Monthly"
"151","Asian Development Bank","IFI","Not specified","Commitments",2018,3,7,"Donor","Volume",0,"Monthly"
"152","Asian Development Bank","IFI","Not specified","Commitments",2018,3,8,"Donor","Volume",0,"Monthly"
"153","Asian Development Bank","IFI","Not specified","Commitments",2018,3,9,"Donor","Volume",0,"Monthly"
"154","Asian Development Bank","IFI","Not specified","Commitments",2018,4,10,"Donor","Volume",0,"Monthly"
"155","Asian Development Bank","IFI","Not specified","Commitments",2018,4,11,"Donor","Volume",0,"Monthly"
"156","Asian Development Bank","IFI","Not specified","Commitments",2018,4,12,"Donor","Volume",0,"Monthly"
"157","Asian Development Bank","IFI","Not specified","Commitments",2019,1,1,"Donor","Volume",0,"Monthly"
"158","Asian Development Bank","IFI","Not specified","Commitments",2019,1,2,"Donor","Volume",0,"Monthly"
"159","Asian Development Bank","IFI","Not specified","Commitments",2019,1,3,"Donor","Volume",0,"Monthly"
"160","Asian Development Bank","IFI","Not specified","Commitments",2019,2,4,"Donor","Volume",0,"Monthly"
"161","Asian Development Bank","IFI","Not specified","Commitments",2019,2,5,"Donor","Volume",0,"Monthly"
"162","Asian Development Bank","IFI","Not specified","Commitments",2019,2,6,"Donor","Volume",0,"Monthly"
"163","Asian Development Bank","IFI","Not specified","Commitments",2019,3,7,"Donor","Volume",0,"Monthly"
"164","Asian Development Bank","IFI","Not specified","Commitments",2019,3,8,"Donor","Volume",0,"Monthly"
"165","Asian Development Bank","IFI","Not specified","Commitments",2019,3,9,"Donor","Volume",0,"Monthly"
"166","Asian Development Bank","IFI","Not specified","Commitments",2019,4,10,"Donor","Volume",0,"Monthly"
"167","Asian Development Bank","IFI","Not specified","Commitments",2019,4,11,"Donor","Volume",0,"Monthly"
"168","Asian Development Bank","IFI","Not specified","Commitments",2019,4,12,"Donor","Volume",0,"Monthly"
"169","Asian Development Bank","IFI","Not specified","Commitments",2020,1,1,"Donor","Volume",0,"Monthly"
"170","Asian Development Bank","IFI","Not specified","Commitments",2020,1,2,"Donor","Volume",0,"Monthly"
"171","Asian Development Bank","IFI","Not specified","Commitments",2020,1,3,"Donor","Volume",0,"Monthly"
"172","Asian Development Bank","IFI","Not specified","Commitments",2020,2,4,"Donor","Volume",0,"Monthly"
"173","Asian Development Bank","IFI","Not specified","Commitments",2020,2,5,"Donor","Volume",0,"Monthly"
"174","Asian Development Bank","IFI","Not specified","Commitments",2020,2,6,"Donor","Volume",0,"Monthly"
"175","Asian Development Bank","IFI","Not specified","Commitments",2020,3,7,"Donor","Volume",0,"Monthly"
"176","Asian Development Bank","IFI","Not specified","Commitments",2020,3,8,"Donor","Volume",0,"Monthly"
"177","Asian Development Bank","IFI","Not specified","Commitments",2020,3,9,"Donor","Volume",0,"Monthly"
"178","Asian Development Bank","IFI","Not specified","Commitments",2020,4,10,"Donor","Volume",0,"Monthly"
"179","Asian Development Bank","IFI","Not specified","Commitments",2020,4,11,"Donor","Volume",0,"Monthly"
"180","Asian Development Bank","IFI","Not specified","Commitments",2020,4,12,"Donor","Volume",0,"Monthly"
"181","Asian Development Bank","IFI","ODA","Commitments",2018,1,1,"Donor","Volume",170,"Monthly"
"182","Asian Development Bank","IFI","ODA","Commitments",2018,1,2,"Donor","Volume",100,"Monthly"
"183","Asian Development Bank","IFI","ODA","Commitments",2018,1,3,"Donor","Volume",18.5,"Monthly"
"184","Asian Development Bank","IFI","ODA","Commitments",2018,2,4,"Donor","Volume",265,"Monthly"
"185","Asian Development Bank","IFI","ODA","Commitments",2018,2,5,"Donor","Volume",160.6,"Monthly"
"186","Asian Development Bank","IFI","ODA","Commitments",2018,2,6,"Donor","Volume",169.9,"Monthly"
"187","Asian Development Bank","IFI","ODA","Commitments",2018,3,7,"Donor","Volume",367.56,"Monthly"
"188","Asian Development Bank","IFI","ODA","Commitments",2018,3,8,"Donor","Volume",751.37,"Monthly"
"189","Asian Development Bank","IFI","ODA","Commitments",2018,3,9,"Donor","Volume",135.92,"Monthly"
"190","Asian Development Bank","IFI","ODA","Commitments",2018,4,10,"Donor","Volume",1050.5,"Monthly"
"191","Asian Development Bank","IFI","ODA","Commitments",2018,4,11,"Donor","Volume",991.044,"Monthly"
"192","Asian Development Bank","IFI","ODA","Commitments",2018,4,12,"Donor","Volume",1102.34,"Monthly"
"193","Asian Development Bank","IFI","ODA","Commitments",2019,1,1,"Donor","Volume",282.48,"Monthly"
"194","Asian Development Bank","IFI","ODA","Commitments",2019,1,2,"Donor","Volume",15.1,"Monthly"
"195","Asian Development Bank","IFI","ODA","Commitments",2019,1,3,"Donor","Volume",188.36,"Monthly"
"196","Asian Development Bank","IFI","ODA","Commitments",2019,2,4,"Donor","Volume",0,"Monthly"
"197","Asian Development Bank","IFI","ODA","Commitments",2019,2,5,"Donor","Volume",302.3,"Monthly"
"198","Asian Development Bank","IFI","ODA","Commitments",2019,2,6,"Donor","Volume",186.64,"Monthly"
"199","Asian Development Bank","IFI","ODA","Commitments",2019,3,7,"Donor","Volume",5,"Monthly"
"200","Asian Development Bank","IFI","ODA","Commitments",2019,3,8,"Donor","Volume",668.1,"Monthly"
"201","Asian Development Bank","IFI","ODA","Commitments",2019,3,9,"Donor","Volume",555.015,"Monthly"
"202","Asian Development Bank","IFI","ODA","Commitments",2019,4,10,"Donor","Volume",335,"Monthly"
"203","Asian Development Bank","IFI","ODA","Commitments",2019,4,11,"Donor","Volume",462,"Monthly"
"204","Asian Development Bank","IFI","ODA","Commitments",2019,4,12,"Donor","Volume",1442.02,"Monthly"
"205","Asian Development Bank","IFI","ODA","Commitments",2020,1,1,"Donor","Volume",12,"Monthly"
"206","Asian Development Bank","IFI","ODA","Commitments",2020,1,2,"Donor","Volume",5,"Monthly"
"207","Asian Development Bank","IFI","ODA","Commitments",2020,1,3,"Donor","Volume",406.11610861,"Monthly"
"208","Asian Development Bank","IFI","ODA","Commitments",2020,2,4,"Donor","Volume",4856.03023848509,"Monthly"
"209","Asian Development Bank","IFI","ODA","Commitments",2020,2,5,"Donor","Volume",1797.28221282,"Monthly"
"210","Asian Development Bank","IFI","ODA","Commitments",2020,2,6,"Donor","Volume",2665.3829771869,"Monthly"
"211","Asian Development Bank","IFI","ODA","Commitments",2020,3,7,"Donor","Volume",919.28204478,"Monthly"
"212","Asian Development Bank","IFI","ODA","Commitments",2020,3,8,"Donor","Volume",2709.94903004,"Monthly"
"213","Asian Development Bank","IFI","ODA","Commitments",2020,3,9,"Donor","Volume",2508.36154909,"Monthly"
"214","Asian Development Bank","IFI","ODA","Commitments",2020,4,10,"Donor","Volume",1649.08394287,"Monthly"
"215","Asian Development Bank","IFI","ODA","Commitments",2020,4,11,"Donor","Volume",3306.16763009,"Monthly"
"216","Asian Development Bank","IFI","ODA","Commitments",2020,4,12,"Donor","Volume",5574.0515922041,"Monthly"
"217","Asian Development Bank","IFI","OOF","Commitments",2018,1,1,"Donor","Volume",1110,"Monthly"
"218","Asian Development Bank","IFI","OOF","Commitments",2018,1,2,"Donor","Volume",159,"Monthly"
"219","Asian Development Bank","IFI","OOF","Commitments",2018,1,3,"Donor","Volume",631.5,"Monthly"
"220","Asian Development Bank","IFI","OOF","Commitments",2018,2,4,"Donor","Volume",554.63,"Monthly"
"221","Asian Development Bank","IFI","OOF","Commitments",2018,2,5,"Donor","Volume",529,"Monthly"
"222","Asian Development Bank","IFI","OOF","Commitments",2018,2,6,"Donor","Volume",910.1,"Monthly"
"223","Asian Development Bank","IFI","OOF","Commitments",2018,3,7,"Donor","Volume",1865.4,"Monthly"
"224","Asian Development Bank","IFI","OOF","Commitments",2018,3,8,"Donor","Volume",1701,"Monthly"
"225","Asian Development Bank","IFI","OOF","Commitments",2018,3,9,"Donor","Volume",400,"Monthly"
"226","Asian Development Bank","IFI","OOF","Commitments",2018,4,10,"Donor","Volume",1879,"Monthly"
"227","Asian Development Bank","IFI","OOF","Commitments",2018,4,11,"Donor","Volume",2133,"Monthly"
"228","Asian Development Bank","IFI","OOF","Commitments",2018,4,12,"Donor","Volume",1286.16,"Monthly"
"229","Asian Development Bank","IFI","OOF","Commitments",2019,1,1,"Donor","Volume",483.02,"Monthly"
"230","Asian Development Bank","IFI","OOF","Commitments",2019,1,2,"Donor","Volume",125,"Monthly"
"231","Asian Development Bank","IFI","OOF","Commitments",2019,1,3,"Donor","Volume",959.04,"Monthly"
"232","Asian Development Bank","IFI","OOF","Commitments",2019,2,4,"Donor","Volume",550,"Monthly"
"233","Asian Development Bank","IFI","OOF","Commitments",2019,2,5,"Donor","Volume",1649.91,"Monthly"
"234","Asian Development Bank","IFI","OOF","Commitments",2019,2,6,"Donor","Volume",369,"Monthly"
"235","Asian Development Bank","IFI","OOF","Commitments",2019,3,7,"Donor","Volume",1300,"Monthly"
"236","Asian Development Bank","IFI","OOF","Commitments",2019,3,8,"Donor","Volume",745,"Monthly"
"237","Asian Development Bank","IFI","OOF","Commitments",2019,3,9,"Donor","Volume",847.75,"Monthly"
"238","Asian Development Bank","IFI","OOF","Commitments",2019,4,10,"Donor","Volume",539.5,"Monthly"
"239","Asian Development Bank","IFI","OOF","Commitments",2019,4,11,"Donor","Volume",2250.7676,"Monthly"
"240","Asian Development Bank","IFI","OOF","Commitments",2019,4,12,"Donor","Volume",4364.9,"Monthly"
"241","Asian Development Bank","IFI","OOF","Commitments",2020,1,1,"Donor","Volume",150.16111636,"Monthly"
"242","Asian Development Bank","IFI","OOF","Commitments",2020,1,2,"Donor","Volume",0,"Monthly"
"243","Asian Development Bank","IFI","OOF","Commitments",2020,1,3,"Donor","Volume",0,"Monthly"
"244","Asian Development Bank","IFI","OOF","Commitments",2020,2,4,"Donor","Volume",0,"Monthly"
"245","Asian Development Bank","IFI","OOF","Commitments",2020,2,5,"Donor","Volume",0,"Monthly"
"246","Asian Development Bank","IFI","OOF","Commitments",2020,2,6,"Donor","Volume",0,"Monthly"
"247","Asian Development Bank","IFI","OOF","Commitments",2020,3,7,"Donor","Volume",0,"Monthly"
"248","Asian Development Bank","IFI","OOF","Commitments",2020,3,8,"Donor","Volume",0,"Monthly"
"249","Asian Development Bank","IFI","OOF","Commitments",2020,3,9,"Donor","Volume",0,"Monthly"
"250","Asian Development Bank","IFI","OOF","Commitments",2020,4,10,"Donor","Volume",0,"Monthly"
"251","Asian Development Bank","IFI","OOF","Commitments",2020,4,11,"Donor","Volume",0,"Monthly"
"252","Asian Development Bank","IFI","OOF","Commitments",2020,4,12,"Donor","Volume",0,"Monthly"
"253","Asian Development Bank","IFI","Other flows","Commitments",2018,1,1,"Donor","Volume",0,"Monthly"
"254","Asian Development Bank","IFI","Other flows","Commitments",2018,1,2,"Donor","Volume",0,"Monthly"
"255","Asian Development Bank","IFI","Other flows","Commitments",2018,1,3,"Donor","Volume",0,"Monthly"
"256","Asian Development Bank","IFI","Other flows","Commitments",2018,2,4,"Donor","Volume",0,"Monthly"
"257","Asian Development Bank","IFI","Other flows","Commitments",2018,2,5,"Donor","Volume",0,"Monthly"
"258","Asian Development Bank","IFI","Other flows","Commitments",2018,2,6,"Donor","Volume",0,"Monthly"
"259","Asian Development Bank","IFI","Other flows","Commitments",2018,3,7,"Donor","Volume",0,"Monthly"
"260","Asian Development Bank","IFI","Other flows","Commitments",2018,3,8,"Donor","Volume",0,"Monthly"
"261","Asian Development Bank","IFI","Other flows","Commitments",2018,3,9,"Donor","Volume",0,"Monthly"
"262","Asian Development Bank","IFI","Other flows","Commitments",2018,4,10,"Donor","Volume",0,"Monthly"
"263","Asian Development Bank","IFI","Other flows","Commitments",2018,4,11,"Donor","Volume",0,"Monthly"
"264","Asian Development Bank","IFI","Other flows","Commitments",2018,4,12,"Donor","Volume",0,"Monthly"
"265","Asian Development Bank","IFI","Other flows","Commitments",2019,1,1,"Donor","Volume",0,"Monthly"
"266","Asian Development Bank","IFI","Other flows","Commitments",2019,1,2,"Donor","Volume",0,"Monthly"
"267","Asian Development Bank","IFI","Other flows","Commitments",2019,1,3,"Donor","Volume",0,"Monthly"
