"","country","org_type","flow_type","transaction_type","year","quarter","month","aggregate_type","variable","value","timeframe"
"13775","International Fund for Agricultural Development","Multilateral","ODA","Disbursements",2020,4,11,"Donor","Volume",0,"Monthly"
"13776","International Fund for Agricultural Development","Multilateral","ODA","Disbursements",2020,4,12,"Donor","Volume",0,"Monthly"
"13777","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2018,1,1,"Donor","Volume",55.254663326494,"Monthly"
"13778","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2018,1,2,"Donor","Volume",42.603182515121,"Monthly"
"13779","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2018,1,3,"Donor","Volume",57.697458394717,"Monthly"
"13780","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2018,2,4,"Donor","Volume",74.746467420317,"Monthly"
"13781","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2018,2,5,"Donor","Volume",63.885277933463,"Monthly"
"13782","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2018,2,6,"Donor","Volume",99.055749736534,"Monthly"
"13783","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2018,3,7,"Donor","Volume",61.328841064618,"Monthly"
"13784","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2018,3,8,"Donor","Volume",85.416785954076,"Monthly"
"13785","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2018,3,9,"Donor","Volume",69.076867910128,"Monthly"
"13786","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2018,4,10,"Donor","Volume",103.955190841405,"Monthly"
"13787","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2018,4,11,"Donor","Volume",59.513820586028,"Monthly"
"13788","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2018,4,12,"Donor","Volume",147.674547911582,"Monthly"
"13789","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2019,1,1,"Donor","Volume",48.44619790941,"Monthly"
"13790","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2019,1,2,"Donor","Volume",53.764296825239,"Monthly"
"13791","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2019,1,3,"Donor","Volume",64.564845989927,"Monthly"
"13792","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2019,2,4,"Donor","Volume",70.204234691302,"Monthly"
"13793","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2019,2,5,"Donor","Volume",93.4837560696501,"Monthly"
"13794","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2019,2,6,"Donor","Volume",69.762722918895,"Monthly"
"13795","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2019,3,7,"Donor","Volume",116.394279575021,"Monthly"
"13796","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2019,3,8,"Donor","Volume",66.438070784894,"Monthly"
"13797","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2019,3,9,"Donor","Volume",75.397790540569,"Monthly"
"13798","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2019,4,10,"Donor","Volume",96.6621051762559,"Monthly"
"13799","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2019,4,11,"Donor","Volume",94.906375415932,"Monthly"
"13800","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2019,4,12,"Donor","Volume",101.695750542522,"Monthly"
"13801","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2020,1,1,"Donor","Volume",79.664256742536,"Monthly"
"13802","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2020,1,2,"Donor","Volume",80.752851576167,"Monthly"
"13803","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2020,1,3,"Donor","Volume",92.3092393466741,"Monthly"
"13804","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2020,2,4,"Donor","Volume",51.868103829638,"Monthly"
"13805","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2020,2,5,"Donor","Volume",46.518762630467,"Monthly"
"13806","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2020,2,6,"Donor","Volume",87.310210700953,"Monthly"
"13807","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2020,3,7,"Donor","Volume",62.657966407815,"Monthly"
"13808","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2020,3,8,"Donor","Volume",50.615812781344,"Monthly"
"13809","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2020,3,9,"Donor","Volume",57.380068579166,"Monthly"
"13810","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2020,4,10,"Donor","Volume",31.020313245589,"Monthly"
"13811","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2020,4,11,"Donor","Volume",103.29770465693,"Monthly"
"13812","International Fund for Agricultural Development","Multilateral","OOF","Disbursements",2020,4,12,"Donor","Volume",110.489945838866,"Monthly"
"13813","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2018,1,1,"Donor","Volume",0,"Monthly"
"13814","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2018,1,2,"Donor","Volume",0,"Monthly"
"13815","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2018,1,3,"Donor","Volume",0,"Monthly"
"13816","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2018,2,4,"Donor","Volume",0,"Monthly"
"13817","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2018,2,5,"Donor","Volume",0,"Monthly"
"13818","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2018,2,6,"Donor","Volume",0,"Monthly"
"13819","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2018,3,7,"Donor","Volume",0,"Monthly"
"13820","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2018,3,8,"Donor","Volume",0,"Monthly"
"13821","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2018,3,9,"Donor","Volume",0,"Monthly"
"13822","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2018,4,10,"Donor","Volume",0,"Monthly"
"13823","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2018,4,11,"Donor","Volume",0,"Monthly"
"13824","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2018,4,12,"Donor","Volume",0,"Monthly"
"13825","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2019,1,1,"Donor","Volume",0,"Monthly"
"13826","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2019,1,2,"Donor","Volume",0,"Monthly"
"13827","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2019,1,3,"Donor","Volume",0,"Monthly"
"13828","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2019,2,4,"Donor","Volume",0,"Monthly"
"13829","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2019,2,5,"Donor","Volume",0,"Monthly"
"13830","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2019,2,6,"Donor","Volume",0,"Monthly"
"13831","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2019,3,7,"Donor","Volume",0,"Monthly"
"13832","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2019,3,8,"Donor","Volume",0,"Monthly"
"13833","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2019,3,9,"Donor","Volume",0,"Monthly"
"13834","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2019,4,10,"Donor","Volume",0,"Monthly"
"13835","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2019,4,11,"Donor","Volume",0,"Monthly"
"13836","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2019,4,12,"Donor","Volume",0,"Monthly"
"13837","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2020,1,1,"Donor","Volume",0,"Monthly"
"13838","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2020,1,2,"Donor","Volume",0,"Monthly"
"13839","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2020,1,3,"Donor","Volume",0,"Monthly"
"13840","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2020,2,4,"Donor","Volume",0,"Monthly"
"13841","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2020,2,5,"Donor","Volume",0,"Monthly"
"13842","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2020,2,6,"Donor","Volume",0,"Monthly"
"13843","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2020,3,7,"Donor","Volume",0,"Monthly"
"13844","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2020,3,8,"Donor","Volume",0,"Monthly"
"13845","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2020,3,9,"Donor","Volume",0,"Monthly"
"13846","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2020,4,10,"Donor","Volume",0,"Monthly"
"13847","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2020,4,11,"Donor","Volume",0,"Monthly"
"13848","International Fund for Agricultural Development","Multilateral","Other flows","Disbursements",2020,4,12,"Donor","Volume",0,"Monthly"
"13849","Multilateral Investment Fund","IFI","Not specified","Disbursements",2018,1,1,"Donor","Volume",0.62165,"Monthly"
"13850","Multilateral Investment Fund","IFI","Not specified","Disbursements",2018,1,2,"Donor","Volume",0,"Monthly"
"13851","Multilateral Investment Fund","IFI","Not specified","Disbursements",2018,1,3,"Donor","Volume",0.5,"Monthly"
"13852","Multilateral Investment Fund","IFI","Not specified","Disbursements",2018,2,4,"Donor","Volume",2.5,"Monthly"
"13853","Multilateral Investment Fund","IFI","Not specified","Disbursements",2018,2,5,"Donor","Volume",0.396373,"Monthly"
"13854","Multilateral Investment Fund","IFI","Not specified","Disbursements",2018,2,6,"Donor","Volume",1.6747,"Monthly"
"13855","Multilateral Investment Fund","IFI","Not specified","Disbursements",2018,3,7,"Donor","Volume",0.85,"Monthly"
"13856","Multilateral Investment Fund","IFI","Not specified","Disbursements",2018,3,8,"Donor","Volume",0.2,"Monthly"
"13857","Multilateral Investment Fund","IFI","Not specified","Disbursements",2018,3,9,"Donor","Volume",0.2412,"Monthly"
"13858","Multilateral Investment Fund","IFI","Not specified","Disbursements",2018,4,10,"Donor","Volume",2.65,"Monthly"
"13859","Multilateral Investment Fund","IFI","Not specified","Disbursements",2018,4,11,"Donor","Volume",3,"Monthly"
"13860","Multilateral Investment Fund","IFI","Not specified","Disbursements",2018,4,12,"Donor","Volume",0.388174,"Monthly"
"13861","Multilateral Investment Fund","IFI","Not specified","Disbursements",2019,1,1,"Donor","Volume",0,"Monthly"
"13862","Multilateral Investment Fund","IFI","Not specified","Disbursements",2019,1,2,"Donor","Volume",0,"Monthly"
"13863","Multilateral Investment Fund","IFI","Not specified","Disbursements",2019,1,3,"Donor","Volume",0.9,"Monthly"
"13864","Multilateral Investment Fund","IFI","Not specified","Disbursements",2019,2,4,"Donor","Volume",0,"Monthly"
"13865","Multilateral Investment Fund","IFI","Not specified","Disbursements",2019,2,5,"Donor","Volume",0.6,"Monthly"
"13866","Multilateral Investment Fund","IFI","Not specified","Disbursements",2019,2,6,"Donor","Volume",0,"Monthly"
"13867","Multilateral Investment Fund","IFI","Not specified","Disbursements",2019,3,7,"Donor","Volume",0.95,"Monthly"
"13868","Multilateral Investment Fund","IFI","Not specified","Disbursements",2019,3,8,"Donor","Volume",1.262,"Monthly"
"13869","Multilateral Investment Fund","IFI","Not specified","Disbursements",2019,3,9,"Donor","Volume",3.65,"Monthly"
"13870","Multilateral Investment Fund","IFI","Not specified","Disbursements",2019,4,10,"Donor","Volume",0.5,"Monthly"
"13871","Multilateral Investment Fund","IFI","Not specified","Disbursements",2019,4,11,"Donor","Volume",1.8,"Monthly"
"13872","Multilateral Investment Fund","IFI","Not specified","Disbursements",2019,4,12,"Donor","Volume",3.559988,"Monthly"
"13873","Multilateral Investment Fund","IFI","Not specified","Disbursements",2020,1,1,"Donor","Volume",3,"Monthly"
"13874","Multilateral Investment Fund","IFI","Not specified","Disbursements",2020,1,2,"Donor","Volume",1.9,"Monthly"
"13875","Multilateral Investment Fund","IFI","Not specified","Disbursements",2020,1,3,"Donor","Volume",0,"Monthly"
"13876","Multilateral Investment Fund","IFI","Not specified","Disbursements",2020,2,4,"Donor","Volume",1.25,"Monthly"
"13877","Multilateral Investment Fund","IFI","Not specified","Disbursements",2020,2,5,"Donor","Volume",0,"Monthly"
"13878","Multilateral Investment Fund","IFI","Not specified","Disbursements",2020,2,6,"Donor","Volume",1.560737,"Monthly"
"13879","Multilateral Investment Fund","IFI","Not specified","Disbursements",2020,3,7,"Donor","Volume",0,"Monthly"
"13880","Multilateral Investment Fund","IFI","Not specified","Disbursements",2020,3,8,"Donor","Volume",5.324721,"Monthly"
"13881","Multilateral Investment Fund","IFI","Not specified","Disbursements",2020,3,9,"Donor","Volume",1.25,"Monthly"
"13882","Multilateral Investment Fund","IFI","Not specified","Disbursements",2020,4,10,"Donor","Volume",0,"Monthly"
"13883","Multilateral Investment Fund","IFI","Not specified","Disbursements",2020,4,11,"Donor","Volume",0.855,"Monthly"
"13884","Multilateral Investment Fund","IFI","Not specified","Disbursements",2020,4,12,"Donor","Volume",5.25,"Monthly"
"13885","Multilateral Investment Fund","IFI","ODA","Disbursements",2018,1,1,"Donor","Volume",0,"Monthly"
"13886","Multilateral Investment Fund","IFI","ODA","Disbursements",2018,1,2,"Donor","Volume",0,"Monthly"
"13887","Multilateral Investment Fund","IFI","ODA","Disbursements",2018,1,3,"Donor","Volume",0,"Monthly"
"13888","Multilateral Investment Fund","IFI","ODA","Disbursements",2018,2,4,"Donor","Volume",0,"Monthly"
"13889","Multilateral Investment Fund","IFI","ODA","Disbursements",2018,2,5,"Donor","Volume",0,"Monthly"
"13890","Multilateral Investment Fund","IFI","ODA","Disbursements",2018,2,6,"Donor","Volume",0,"Monthly"
"13891","Multilateral Investment Fund","IFI","ODA","Disbursements",2018,3,7,"Donor","Volume",0,"Monthly"
"13892","Multilateral Investment Fund","IFI","ODA","Disbursements",2018,3,8,"Donor","Volume",0,"Monthly"
"13893","Multilateral Investment Fund","IFI","ODA","Disbursements",2018,3,9,"Donor","Volume",0.054963,"Monthly"
"13894","Multilateral Investment Fund","IFI","ODA","Disbursements",2018,4,10,"Donor","Volume",0,"Monthly"
"13895","Multilateral Investment Fund","IFI","ODA","Disbursements",2018,4,11,"Donor","Volume",0,"Monthly"
"13896","Multilateral Investment Fund","IFI","ODA","Disbursements",2018,4,12,"Donor","Volume",0,"Monthly"
"13897","Multilateral Investment Fund","IFI","ODA","Disbursements",2019,1,1,"Donor","Volume",0,"Monthly"
"13898","Multilateral Investment Fund","IFI","ODA","Disbursements",2019,1,2,"Donor","Volume",0,"Monthly"
"13899","Multilateral Investment Fund","IFI","ODA","Disbursements",2019,1,3,"Donor","Volume",0,"Monthly"
"13900","Multilateral Investment Fund","IFI","ODA","Disbursements",2019,2,4,"Donor","Volume",0,"Monthly"
"13901","Multilateral Investment Fund","IFI","ODA","Disbursements",2019,2,5,"Donor","Volume",0,"Monthly"
"13902","Multilateral Investment Fund","IFI","ODA","Disbursements",2019,2,6,"Donor","Volume",0,"Monthly"
"13903","Multilateral Investment Fund","IFI","ODA","Disbursements",2019,3,7,"Donor","Volume",0,"Monthly"
"13904","Multilateral Investment Fund","IFI","ODA","Disbursements",2019,3,8,"Donor","Volume",0,"Monthly"
"13905","Multilateral Investment Fund","IFI","ODA","Disbursements",2019,3,9,"Donor","Volume",0,"Monthly"
"13906","Multilateral Investment Fund","IFI","ODA","Disbursements",2019,4,10,"Donor","Volume",0,"Monthly"
"13907","Multilateral Investment Fund","IFI","ODA","Disbursements",2019,4,11,"Donor","Volume",0,"Monthly"
"13908","Multilateral Investment Fund","IFI","ODA","Disbursements",2019,4,12,"Donor","Volume",0,"Monthly"
"13909","Multilateral Investment Fund","IFI","ODA","Disbursements",2020,1,1,"Donor","Volume",0,"Monthly"
"13910","Multilateral Investment Fund","IFI","ODA","Disbursements",2020,1,2,"Donor","Volume",0,"Monthly"
"13911","Multilateral Investment Fund","IFI","ODA","Disbursements",2020,1,3,"Donor","Volume",0,"Monthly"
"13912","Multilateral Investment Fund","IFI","ODA","Disbursements",2020,2,4,"Donor","Volume",0,"Monthly"
"13913","Multilateral Investment Fund","IFI","ODA","Disbursements",2020,2,5,"Donor","Volume",0,"Monthly"
"13914","Multilateral Investment Fund","IFI","ODA","Disbursements",2020,2,6,"Donor","Volume",0,"Monthly"
"13915","Multilateral Investment Fund","IFI","ODA","Disbursements",2020,3,7,"Donor","Volume",0,"Monthly"
"13916","Multilateral Investment Fund","IFI","ODA","Disbursements",2020,3,8,"Donor","Volume",0,"Monthly"
"13917","Multilateral Investment Fund","IFI","ODA","Disbursements",2020,3,9,"Donor","Volume",0,"Monthly"
"13918","Multilateral Investment Fund","IFI","ODA","Disbursements",2020,4,10,"Donor","Volume",0,"Monthly"
"13919","Multilateral Investment Fund","IFI","ODA","Disbursements",2020,4,11,"Donor","Volume",0,"Monthly"
"13920","Multilateral Investment Fund","IFI","ODA","Disbursements",2020,4,12,"Donor","Volume",0,"Monthly"
"13921","Multilateral Investment Fund","IFI","OOF","Disbursements",2018,1,1,"Donor","Volume",0,"Monthly"
"13922","Multilateral Investment Fund","IFI","OOF","Disbursements",2018,1,2,"Donor","Volume",0.15,"Monthly"
"13923","Multilateral Investment Fund","IFI","OOF","Disbursements",2018,1,3,"Donor","Volume",0,"Monthly"
"13924","Multilateral Investment Fund","IFI","OOF","Disbursements",2018,2,4,"Donor","Volume",0.2,"Monthly"
"13925","Multilateral Investment Fund","IFI","OOF","Disbursements",2018,2,5,"Donor","Volume",0.11,"Monthly"
"13926","Multilateral Investment Fund","IFI","OOF","Disbursements",2018,2,6,"Donor","Volume",0,"Monthly"
"13927","Multilateral Investment Fund","IFI","OOF","Disbursements",2018,3,7,"Donor","Volume",0,"Monthly"
"13928","Multilateral Investment Fund","IFI","OOF","Disbursements",2018,3,8,"Donor","Volume",0,"Monthly"
"13929","Multilateral Investment Fund","IFI","OOF","Disbursements",2018,3,9,"Donor","Volume",0,"Monthly"
"13930","Multilateral Investment Fund","IFI","OOF","Disbursements",2018,4,10,"Donor","Volume",0,"Monthly"
"13931","Multilateral Investment Fund","IFI","OOF","Disbursements",2018,4,11,"Donor","Volume",0,"Monthly"
"13932","Multilateral Investment Fund","IFI","OOF","Disbursements",2018,4,12,"Donor","Volume",0,"Monthly"
"13933","Multilateral Investment Fund","IFI","OOF","Disbursements",2019,1,1,"Donor","Volume",0,"Monthly"
"13934","Multilateral Investment Fund","IFI","OOF","Disbursements",2019,1,2,"Donor","Volume",0,"Monthly"
"13935","Multilateral Investment Fund","IFI","OOF","Disbursements",2019,1,3,"Donor","Volume",0,"Monthly"
"13936","Multilateral Investment Fund","IFI","OOF","Disbursements",2019,2,4,"Donor","Volume",0,"Monthly"
"13937","Multilateral Investment Fund","IFI","OOF","Disbursements",2019,2,5,"Donor","Volume",0,"Monthly"
"13938","Multilateral Investment Fund","IFI","OOF","Disbursements",2019,2,6,"Donor","Volume",0,"Monthly"
"13939","Multilateral Investment Fund","IFI","OOF","Disbursements",2019,3,7,"Donor","Volume",0,"Monthly"
"13940","Multilateral Investment Fund","IFI","OOF","Disbursements",2019,3,8,"Donor","Volume",0,"Monthly"
"13941","Multilateral Investment Fund","IFI","OOF","Disbursements",2019,3,9,"Donor","Volume",0,"Monthly"
"13942","Multilateral Investment Fund","IFI","OOF","Disbursements",2019,4,10,"Donor","Volume",0,"Monthly"
"13943","Multilateral Investment Fund","IFI","OOF","Disbursements",2019,4,11,"Donor","Volume",0,"Monthly"
"13944","Multilateral Investment Fund","IFI","OOF","Disbursements",2019,4,12,"Donor","Volume",0,"Monthly"
"13945","Multilateral Investment Fund","IFI","OOF","Disbursements",2020,1,1,"Donor","Volume",0,"Monthly"
"13946","Multilateral Investment Fund","IFI","OOF","Disbursements",2020,1,2,"Donor","Volume",0,"Monthly"
"13947","Multilateral Investment Fund","IFI","OOF","Disbursements",2020,1,3,"Donor","Volume",0,"Monthly"
"13948","Multilateral Investment Fund","IFI","OOF","Disbursements",2020,2,4,"Donor","Volume",0,"Monthly"
"13949","Multilateral Investment Fund","IFI","OOF","Disbursements",2020,2,5,"Donor","Volume",0,"Monthly"
"13950","Multilateral Investment Fund","IFI","OOF","Disbursements",2020,2,6,"Donor","Volume",0,"Monthly"
"13951","Multilateral Investment Fund","IFI","OOF","Disbursements",2020,3,7,"Donor","Volume",0,"Monthly"
"13952","Multilateral Investment Fund","IFI","OOF","Disbursements",2020,3,8,"Donor","Volume",0,"Monthly"
"13953","Multilateral Investment Fund","IFI","OOF","Disbursements",2020,3,9,"Donor","Volume",0,"Monthly"
"13954","Multilateral Investment Fund","IFI","OOF","Disbursements",2020,4,10,"Donor","Volume",0,"Monthly"
"13955","Multilateral Investment Fund","IFI","OOF","Disbursements",2020,4,11,"Donor","Volume",0,"Monthly"
"13956","Multilateral Investment Fund","IFI","OOF","Disbursements",2020,4,12,"Donor","Volume",0,"Monthly"
"13957","Multilateral Investment Fund","IFI","Other flows","Disbursements",2018,1,1,"Donor","Volume",0,"Monthly"
"13958","Multilateral Investment Fund","IFI","Other flows","Disbursements",2018,1,2,"Donor","Volume",0,"Monthly"
"13959","Multilateral Investment Fund","IFI","Other flows","Disbursements",2018,1,3,"Donor","Volume",0,"Monthly"
"13960","Multilateral Investment Fund","IFI","Other flows","Disbursements",2018,2,4,"Donor","Volume",0,"Monthly"
"13961","Multilateral Investment Fund","IFI","Other flows","Disbursements",2018,2,5,"Donor","Volume",0,"Monthly"
"13962","Multilateral Investment Fund","IFI","Other flows","Disbursements",2018,2,6,"Donor","Volume",0,"Monthly"
"13963","Multilateral Investment Fund","IFI","Other flows","Disbursements",2018,3,7,"Donor","Volume",0,"Monthly"
"13964","Multilateral Investment Fund","IFI","Other flows","Disbursements",2018,3,8,"Donor","Volume",0,"Monthly"
"13965","Multilateral Investment Fund","IFI","Other flows","Disbursements",2018,3,9,"Donor","Volume",0,"Monthly"
"13966","Multilateral Investment Fund","IFI","Other flows","Disbursements",2018,4,10,"Donor","Volume",0,"Monthly"
"13967","Multilateral Investment Fund","IFI","Other flows","Disbursements",2018,4,11,"Donor","Volume",0,"Monthly"
"13968","Multilateral Investment Fund","IFI","Other flows","Disbursements",2018,4,12,"Donor","Volume",0,"Monthly"
"13969","Multilateral Investment Fund","IFI","Other flows","Disbursements",2019,1,1,"Donor","Volume",0,"Monthly"
"13970","Multilateral Investment Fund","IFI","Other flows","Disbursements",2019,1,2,"Donor","Volume",0,"Monthly"
"13971","Multilateral Investment Fund","IFI","Other flows","Disbursements",2019,1,3,"Donor","Volume",0,"Monthly"
"13972","Multilateral Investment Fund","IFI","Other flows","Disbursements",2019,2,4,"Donor","Volume",0,"Monthly"
"13973","Multilateral Investment Fund","IFI","Other flows","Disbursements",2019,2,5,"Donor","Volume",0,"Monthly"
"13974","Multilateral Investment Fund","IFI","Other flows","Disbursements",2019,2,6,"Donor","Volume",0,"Monthly"
"13975","Multilateral Investment Fund","IFI","Other flows","Disbursements",2019,3,7,"Donor","Volume",0,"Monthly"
"13976","Multilateral Investment Fund","IFI","Other flows","Disbursements",2019,3,8,"Donor","Volume",0,"Monthly"
"13977","Multilateral Investment Fund","IFI","Other flows","Disbursements",2019,3,9,"Donor","Volume",0,"Monthly"
"13978","Multilateral Investment Fund","IFI","Other flows","Disbursements",2019,4,10,"Donor","Volume",0,"Monthly"
"13979","Multilateral Investment Fund","IFI","Other flows","Disbursements",2019,4,11,"Donor","Volume",0,"Monthly"
"13980","Multilateral Investment Fund","IFI","Other flows","Disbursements",2019,4,12,"Donor","Volume",0,"Monthly"
"13981","Multilateral Investment Fund","IFI","Other flows","Disbursements",2020,1,1,"Donor","Volume",0,"Monthly"
"13982","Multilateral Investment Fund","IFI","Other flows","Disbursements",2020,1,2,"Donor","Volume",0,"Monthly"
"13983","Multilateral Investment Fund","IFI","Other flows","Disbursements",2020,1,3,"Donor","Volume",0,"Monthly"
"13984","Multilateral Investment Fund","IFI","Other flows","Disbursements",2020,2,4,"Donor","Volume",0,"Monthly"
"13985","Multilateral Investment Fund","IFI","Other flows","Disbursements",2020,2,5,"Donor","Volume",0,"Monthly"
"13986","Multilateral Investment Fund","IFI","Other flows","Disbursements",2020,2,6,"Donor","Volume",0,"Monthly"
"13987","Multilateral Investment Fund","IFI","Other flows","Disbursements",2020,3,7,"Donor","Volume",0,"Monthly"
"13988","Multilateral Investment Fund","IFI","Other flows","Disbursements",2020,3,8,"Donor","Volume",0,"Monthly"
"13989","Multilateral Investment Fund","IFI","Other flows","Disbursements",2020,3,9,"Donor","Volume",0,"Monthly"
"13990","Multilateral Investment Fund","IFI","Other flows","Disbursements",2020,4,10,"Donor","Volume",0,"Monthly"
"13991","Multilateral Investment Fund","IFI","Other flows","Disbursements",2020,4,11,"Donor","Volume",0,"Monthly"
"13992","Multilateral Investment Fund","IFI","Other flows","Disbursements",2020,4,12,"Donor","Volume",0,"Monthly"
"13993","Netherlands","Bilateral","Not specified","Disbursements",2018,1,1,"Donor","Volume",0.715989,"Monthly"
"13994","Netherlands","Bilateral","Not specified","Disbursements",2018,1,2,"Donor","Volume",0.2232359182,"Monthly"
"13995","Netherlands","Bilateral","Not specified","Disbursements",2018,1,3,"Donor","Volume",0.010942852145,"Monthly"
"13996","Netherlands","Bilateral","Not specified","Disbursements",2018,2,4,"Donor","Volume",0.1757478887,"Monthly"
"13997","Netherlands","Bilateral","Not specified","Disbursements",2018,2,5,"Donor","Volume",0.16092601846,"Monthly"
"13998","Netherlands","Bilateral","Not specified","Disbursements",2018,2,6,"Donor","Volume",0.009075160575,"Monthly"
"13999","Netherlands","Bilateral","Not specified","Disbursements",2018,3,7,"Donor","Volume",3.575219,"Monthly"
"14000","Netherlands","Bilateral","Not specified","Disbursements",2018,3,8,"Donor","Volume",0.0469634435,"Monthly"
"14001","Netherlands","Bilateral","Not specified","Disbursements",2018,3,9,"Donor","Volume",1.928537295865,"Monthly"
"14002","Netherlands","Bilateral","Not specified","Disbursements",2018,4,10,"Donor","Volume",1.5991030654,"Monthly"
"14003","Netherlands","Bilateral","Not specified","Disbursements",2018,4,11,"Donor","Volume",0.357802494435,"Monthly"
"14004","Netherlands","Bilateral","Not specified","Disbursements",2018,4,12,"Donor","Volume",6.019809597385,"Monthly"
"14005","Netherlands","Bilateral","Not specified","Disbursements",2019,1,1,"Donor","Volume",0.029683825006,"Monthly"
"14006","Netherlands","Bilateral","Not specified","Disbursements",2019,1,2,"Donor","Volume",3.378432970583,"Monthly"
"14007","Netherlands","Bilateral","Not specified","Disbursements",2019,1,3,"Donor","Volume",1.502563638884,"Monthly"
"14008","Netherlands","Bilateral","Not specified","Disbursements",2019,2,4,"Donor","Volume",0.699894974185,"Monthly"
"14009","Netherlands","Bilateral","Not specified","Disbursements",2019,2,5,"Donor","Volume",6.017169807935,"Monthly"
"14010","Netherlands","Bilateral","Not specified","Disbursements",2019,2,6,"Donor","Volume",0.993173929418,"Monthly"
"14011","Netherlands","Bilateral","Not specified","Disbursements",2019,3,7,"Donor","Volume",0.905870009231,"Monthly"
"14012","Netherlands","Bilateral","Not specified","Disbursements",2019,3,8,"Donor","Volume",1.8769741364,"Monthly"
"14013","Netherlands","Bilateral","Not specified","Disbursements",2019,3,9,"Donor","Volume",2.654952402234,"Monthly"
"14014","Netherlands","Bilateral","Not specified","Disbursements",2019,4,10,"Donor","Volume",0.045454945525,"Monthly"
"14015","Netherlands","Bilateral","Not specified","Disbursements",2019,4,11,"Donor","Volume",4.449061693659,"Monthly"
"14016","Netherlands","Bilateral","Not specified","Disbursements",2019,4,12,"Donor","Volume",1.982129259385,"Monthly"
