"","country","org_type","flow_type","transaction_type","year","quarter","month","aggregate_type","oda_oof_other","variable","value","timeframe","rollingyear"
"7054","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"70611","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"70711","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"709101","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Proportion",0,"Yearly",NA
"71021","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Proportion",0,"Yearly",NA
"71111","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Proportion",0,"Yearly",NA
"71321","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"714111","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"71521","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"71721","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Proportion",1,"Yearly",NA
"71811","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Proportion",1,"Yearly",NA
"71981","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Proportion",1,"Yearly",NA
"7212","Finland","Finland",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"7222","Finland","Finland",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"7232","Finland","Finland",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"7251","Finland","Finland",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"7262","Finland","Finland",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"7272","Finland","Finland",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"72941","Finland","Finland",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"73011","Finland","Finland",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"73111","Finland","Finland",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"733101","Finland","Finland",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"73421","Finland","Finland",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"73511","Finland","Finland",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"7371","Finland","Finland",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"73812","Finland","Finland",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"7392","Finland","Finland",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"7413","Germany","Germany",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"7422","Germany","Germany",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"7439","Germany","Germany",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"74511","Germany","Germany",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"74611","Germany","Germany",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"74711","Germany","Germany",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"74911","Germany","Germany",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"75011","Germany","Germany",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"75111","Germany","Germany",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"7534","Germany","Germany",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"75411","Germany","Germany",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"75511","Germany","Germany",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"757101","Germany","Germany",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"75821","Germany","Germany",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"75911","Germany","Germany",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"76121","Global Fund","Global Fund",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"762111","Global Fund","Global Fund",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"76321","Global Fund","Global Fund",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"76521","Global Fund","Global Fund",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"76611","Global Fund","Global Fund",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"76781","Global Fund","Global Fund",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"7691","Global Fund","Global Fund",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"7702","Global Fund","Global Fund",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"7713","Global Fund","Global Fund",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"7731","Global Fund","Global Fund",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"7742","Global Fund","Global Fund",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"7752","Global Fund","Global Fund",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"77741","Global Fund","Global Fund",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"77811","Global Fund","Global Fund",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"77911","Global Fund","Global Fund",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"781101","Inter-American Development Bank","Inter-American Development Bank",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"78231","Inter-American Development Bank","Inter-American Development Bank",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"78311","Inter-American Development Bank","Inter-American Development Bank",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"7851","Inter-American Development Bank","Inter-American Development Bank",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Proportion",0.0302115829093665,"Yearly",NA
"78612","Inter-American Development Bank","Inter-American Development Bank",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Proportion",0.0152222671777897,"Yearly",NA
"7872","Inter-American Development Bank","Inter-American Development Bank",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Proportion",0.0503152930106837,"Yearly",NA
"7891","Inter-American Development Bank","Inter-American Development Bank",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Proportion",0.0947523006805172,"Yearly",NA
"7902","Inter-American Development Bank","Inter-American Development Bank",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Proportion",0.0790225825874771,"Yearly",NA
"79112","Inter-American Development Bank","Inter-American Development Bank",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Proportion",0.0553043434009958,"Yearly",NA
"79311","Inter-American Development Bank","Inter-American Development Bank",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Proportion",0.875036116410116,"Yearly",NA
"79411","Inter-American Development Bank","Inter-American Development Bank",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Proportion",0.905755150234733,"Yearly",NA
"79511","Inter-American Development Bank","Inter-American Development Bank",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Proportion",0.894380363588321,"Yearly",NA
"79711","Inter-American Development Bank","Inter-American Development Bank",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"79811","Inter-American Development Bank","Inter-American Development Bank",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"79911","Inter-American Development Bank","Inter-American Development Bank",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"8014","International Fund for Agricultural Development","International Fund for Agricultural Development",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"80211","International Fund for Agricultural Development","International Fund for Agricultural Development",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"80311","International Fund for Agricultural Development","International Fund for Agricultural Development",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"805101","International Fund for Agricultural Development","International Fund for Agricultural Development",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"80621","International Fund for Agricultural Development","International Fund for Agricultural Development",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"80711","International Fund for Agricultural Development","International Fund for Agricultural Development",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"80921","International Fund for Agricultural Development","International Fund for Agricultural Development",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Proportion",0,"Yearly",NA
"810111","International Fund for Agricultural Development","International Fund for Agricultural Development",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Proportion",0,"Yearly",NA
"81121","International Fund for Agricultural Development","International Fund for Agricultural Development",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Proportion",0,"Yearly",NA
"81321","International Fund for Agricultural Development","International Fund for Agricultural Development",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Proportion",1,"Yearly",NA
"81411","International Fund for Agricultural Development","International Fund for Agricultural Development",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Proportion",1,"Yearly",NA
"81581","International Fund for Agricultural Development","International Fund for Agricultural Development",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Proportion",1,"Yearly",NA
"8171","International Fund for Agricultural Development","International Fund for Agricultural Development",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"8182","International Fund for Agricultural Development","International Fund for Agricultural Development",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"8192","International Fund for Agricultural Development","International Fund for Agricultural Development",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"8213","Multilateral Investment Fund","Multilateral Investment Fund",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"8222","Multilateral Investment Fund","Multilateral Investment Fund",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"8232","Multilateral Investment Fund","Multilateral Investment Fund",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"82541","Multilateral Investment Fund","Multilateral Investment Fund",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Proportion",0.959702061066974,"Yearly",NA
"82611","Multilateral Investment Fund","Multilateral Investment Fund",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Proportion",1,"Yearly",NA
"82711","Multilateral Investment Fund","Multilateral Investment Fund",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Proportion",1,"Yearly",NA
"829101","Multilateral Investment Fund","Multilateral Investment Fund",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Proportion",0.00485147703307693,"Yearly",NA
"83021","Multilateral Investment Fund","Multilateral Investment Fund",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Proportion",0,"Yearly",NA
"83111","Multilateral Investment Fund","Multilateral Investment Fund",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Proportion",0,"Yearly",NA
"8331","Multilateral Investment Fund","Multilateral Investment Fund",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Proportion",0.0354464618999489,"Yearly",NA
"83412","Multilateral Investment Fund","Multilateral Investment Fund",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"8352","Multilateral Investment Fund","Multilateral Investment Fund",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"8371","Multilateral Investment Fund","Multilateral Investment Fund",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"8382","Multilateral Investment Fund","Multilateral Investment Fund",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"8399","Multilateral Investment Fund","Multilateral Investment Fund",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
"84111","Netherlands","Netherlands",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"84211","Netherlands","Netherlands",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"84311","Netherlands","Netherlands",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"84511","Netherlands","Netherlands",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Proportion",0.00138775244928467,"Yearly",NA
"84611","Netherlands","Netherlands",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Proportion",0.000406328540224123,"Yearly",NA
"84711","Netherlands","Netherlands",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Proportion",0.000191776727911694,"Yearly",NA
"8494","Netherlands","Netherlands",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Proportion",0.979683050895651,"Yearly",NA
"85011","Netherlands","Netherlands",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Proportion",0.980911377282367,"Yearly",NA
"85111","Netherlands","Netherlands",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Proportion",0.986752718674451,"Yearly",NA
"853101","Netherlands","Netherlands",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"85421","Netherlands","Netherlands",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"85511","Netherlands","Netherlands",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"85721","Netherlands","Netherlands",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Proportion",0.0189291966550639,"Yearly",NA
"858111","Netherlands","Netherlands",NA,"Disbursements",2019,NA,NA,"Specific donor","Other flows","Proportion",0.0186822941774087,"Yearly",NA
"85921","Netherlands","Netherlands",NA,"Disbursements",2020,NA,NA,"Specific donor","Other flows","Proportion",0.0130555045976368,"Yearly",NA
"86121","New Zealand","New Zealand",NA,"Disbursements",2018,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"86211","New Zealand","New Zealand",NA,"Disbursements",2019,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"86381","New Zealand","New Zealand",NA,"Disbursements",2020,NA,NA,"Specific donor","All flows","Proportion",1,"Yearly",NA
"8651","New Zealand","New Zealand",NA,"Disbursements",2018,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"8662","New Zealand","New Zealand",NA,"Disbursements",2019,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"8672","New Zealand","New Zealand",NA,"Disbursements",2020,NA,NA,"Specific donor","Not specified","Proportion",0,"Yearly",NA
"8691","New Zealand","New Zealand",NA,"Disbursements",2018,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"8702","New Zealand","New Zealand",NA,"Disbursements",2019,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"8714","New Zealand","New Zealand",NA,"Disbursements",2020,NA,NA,"Specific donor","ODA","Proportion",1,"Yearly",NA
"87341","New Zealand","New Zealand",NA,"Disbursements",2018,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"87411","New Zealand","New Zealand",NA,"Disbursements",2019,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"87511","New Zealand","New Zealand",NA,"Disbursements",2020,NA,NA,"Specific donor","OOF","Proportion",0,"Yearly",NA
"877101","New Zealand","New Zealand",NA,"Disbursements",2018,NA,NA,"Specific donor","Other flows","Proportion",0,"Yearly",NA
